Projection_ID	confidence_level
evm.model.hic_scaffold_9_pilon.565.577	average_confidence
evm.model.hic_scaffold_14_pilon.77.-1	average_confidence
evm.model.hic_scaffold_10_pilon.822.893	average_confidence
evm.model.hic_scaffold_6_pilon.1830.2977	partial
evm.model.hic_scaffold_4_pilon.687.82	partial
evm.model.hic_scaffold_4_pilon.933.-1	partial
evm.model.hic_scaffold_4_pilon.692.82	partial
evm.model.hic_scaffold_4_pilon.692.24505	partial
evm.model.hic_scaffold_9_pilon.90.34	partial
evm.model.hic_scaffold_9_pilon.90.9738	partial
evm.model.hic_scaffold_3_pilon.1009.25	average_confidence
evm.model.hic_scaffold_5_pilon.1284.1458	partial
evm.model.hic_scaffold_5_pilon.1284.6831	partial
evm.model.hic_scaffold_16_pilon.153.10916	partial
evm.model.hic_scaffold_10_pilon.1032.6	partial
evm.model.hic_scaffold_4_pilon.23.6327	partial
evm.model.hic_scaffold_9_pilon.1391.27501	partial
evm.model.hic_scaffold_7_pilon.1141.3702	high_confidence
evm.model.hic_scaffold_6_pilon.956.1436	partial
evm.model.hic_scaffold_6_pilon.1395.7499	high_confidence
evm.model.hic_scaffold_10_pilon.397.5191	average_confidence
evm.model.hic_scaffold_9_pilon.404.14377	high_confidence
evm.model.hic_scaffold_9_pilon.81.-1	partial
evm.model.hic_scaffold_6_pilon.1376.2	partial
evm.model.hic_scaffold_9_pilon.653.6212	average_confidence
evm.model.hic_scaffold_4_pilon.993.841	high_confidence
evm.model.hic_scaffold_9_pilon.128.29	low_confidence
evm.model.hic_scaffold_9_pilon.128.28777	partial
evm.model.hic_scaffold_9_pilon.128.6804	partial
evm.model.hic_scaffold_2_pilon.342.20037	partial
evm.model.hic_scaffold_2_pilon.342.30760	partial
evm.model.hic_scaffold_2_pilon.342.15786	partial
evm.model.hic_scaffold_2_pilon.342.26468	partial
evm.model.hic_scaffold_9_pilon.301.34	partial
evm.model.hic_scaffold_11_pilon.41.-1	average_confidence
evm.model.hic_scaffold_7_pilon.255.18203	partial
evm.model.hic_scaffold_1_pilon.668.3666	average_confidence
evm.model.hic_scaffold_1_pilon.668.13111	partial
evm.model.hic_scaffold_12_pilon.52.1408	average_confidence
evm.model.hic_scaffold_4_pilon.844.12796	average_confidence
evm.model.hic_scaffold_4_pilon.844.29692	average_confidence
evm.model.hic_scaffold_6_pilon.138.29484	partial
evm.model.hic_scaffold_6_pilon.138.8068	high_confidence
evm.model.hic_scaffold_1_pilon.29.17848	partial
evm.model.hic_scaffold_6_pilon.261.2348	average_confidence
evm.model.hic_scaffold_7_pilon.489.4616	partial
evm.model.hic_scaffold_4_pilon.861.16359	partial
evm.model.hic_scaffold_4_pilon.861.29642	partial
evm.model.hic_scaffold_5_pilon.652.144	high_confidence
evm.model.hic_scaffold_5_pilon.971.291	average_confidence
evm.model.hic_scaffold_7_pilon.53.-1	partial
evm.model.hic_scaffold_5_pilon.346.939	high_confidence
evm.model.hic_scaffold_9_pilon.548.10079	average_confidence
evm.model.hic_scaffold_47_pilon.24.3916	partial
evm.model.hic_scaffold_47_pilon.24.13293	partial
evm.model.hic_scaffold_6_pilon.1528.9252	average_confidence
evm.model.hic_scaffold_5_pilon.1270.8279	partial
evm.model.hic_scaffold_6_pilon.210.162	high_confidence
evm.model.hic_scaffold_5_pilon.1294.1458	partial
evm.model.hic_scaffold_5_pilon.1294.32111	partial
evm.model.hic_scaffold_5_pilon.281.335	partial
evm.model.hic_scaffold_4_pilon.638.922	average_confidence
evm.model.hic_scaffold_6_pilon.927.885	partial
evm.model.hic_scaffold_5_pilon.805.717	average_confidence
evm.model.hic_scaffold_7_pilon.534.5890	high_confidence
evm.model.hic_scaffold_6_pilon.516.2874	partial
evm.model.hic_scaffold_8_pilon.861.-1	average_confidence
evm.model.hic_scaffold_5_pilon.781.11947	average_confidence
evm.model.hic_scaffold_3_pilon.428.1	partial
evm.model.hic_scaffold_9_pilon.98.34	partial
evm.model.hic_scaffold_9_pilon.98.444	partial
evm.model.hic_scaffold_9_pilon.98.6085	partial
evm.model.hic_scaffold_4_pilon.485.8320	average_confidence
evm.model.hic_scaffold_3_pilon.277.2967	high_confidence
evm.model.hic_scaffold_4_pilon.600.3642	average_confidence
evm.model.hic_scaffold_44_pilon.29.13956	partial
evm.model.hic_scaffold_1_pilon.209.745	partial
evm.model.hic_scaffold_64_pilon.13.15053	partial
evm.model.hic_scaffold_64_pilon.13.27176	partial
evm.model.hic_scaffold_6_pilon.347.3	high_confidence
evm.model.hic_scaffold_7_pilon.1402.439	average_confidence
evm.model.hic_scaffold_14_pilon.9.12076	average_confidence
evm.model.hic_scaffold_8_pilon.309.30524	partial
evm.model.hic_scaffold_7_pilon.796.3344	partial
evm.model.hic_scaffold_7_pilon.1217.-1	average_confidence
evm.model.hic_scaffold_9_pilon.1055.4	partial
evm.model.hic_scaffold_9_pilon.1055.20639	partial
evm.model.hic_scaffold_7_pilon.225.9	partial
evm.model.hic_scaffold_4_pilon.1068.4700	high_confidence
evm.model.hic_scaffold_9_pilon.1624.-1	partial
evm.model.hic_scaffold_7_pilon.1542.349	high_confidence
evm.model.hic_scaffold_4_pilon.104.-1	average_confidence
evm.model.hic_scaffold_4_pilon.234.58	average_confidence
evm.model.hic_scaffold_4_pilon.1392.651	average_confidence
evm.model.hic_scaffold_2_pilon.523.2781	partial
evm.model.scaffold875_size2250.1.20652	average_confidence
evm.model.WTDall_ctg1050.3.17335	average_confidence
evm.model.WTDall_ctg1050.3.19865	average_confidence
evm.model.WTDall_ctg1050.3.32893	average_confidence
evm.model.hic_scaffold_6_pilon.58.3	partial
evm.model.hic_scaffold_3_pilon.219.-1	average_confidence
evm.model.hic_scaffold_16_pilon.107.8960	partial
evm.model.hic_scaffold_8_pilon.744.257	average_confidence
evm.model.hic_scaffold_10_pilon.892.17672	average_confidence
evm.model.hic_scaffold_2_pilon.737.5434	average_confidence
evm.model.hic_scaffold_8_pilon.123.10233	average_confidence
evm.model.hic_scaffold_10_pilon.524.11652	average_confidence
evm.model.hic_scaffold_3_pilon.461.-1	average_confidence
evm.model.hic_scaffold_51_pilon.9.33082	partial
evm.model.hic_scaffold_3_pilon.951.24488	partial
evm.model.hic_scaffold_6_pilon.755.21800	partial
evm.model.hic_scaffold_4_pilon.921.9112	partial
evm.model.hic_scaffold_9_pilon.746.5530	partial
evm.model.hic_scaffold_8_pilon.723.235	average_confidence
evm.model.hic_scaffold_5_pilon.83.5	partial
evm.model.hic_scaffold_56_pilon.14.1728	partial
evm.model.hic_scaffold_4_pilon.691.5500	partial
evm.model.hic_scaffold_9_pilon.1820.496	average_confidence
evm.model.hic_scaffold_9_pilon.1820.18312	average_confidence
evm.model.hic_scaffold_3_pilon.63.1	partial
evm.model.hic_scaffold_6_pilon.866.21642	partial
evm.model.hic_scaffold_9_pilon.1149.566	average_confidence
evm.model.hic_scaffold_5_pilon.646.4628	partial
evm.model.hic_scaffold_5_pilon.646.6865	average_confidence
evm.model.hic_scaffold_1_pilon.434.1149	partial
evm.model.hic_scaffold_9_pilon.969.-1	partial
evm.model.hic_scaffold_8_pilon.350.743	average_confidence
evm.model.hic_scaffold_2_pilon.138.14823	partial
evm.model.hic_scaffold_2_pilon.138.22462	partial
evm.model.hic_scaffold_2_pilon.138.28960	partial
evm.model.hic_scaffold_2_pilon.138.29810	partial
evm.model.hic_scaffold_2_pilon.138.30267	partial
evm.model.hic_scaffold_2_pilon.138.32857	partial
evm.model.hic_scaffold_2_pilon.138.35960	partial
evm.model.hic_scaffold_6_pilon.136.28405	partial
evm.model.hic_scaffold_9_pilon.1279.7803	partial
evm.model.hic_scaffold_9_pilon.1279.12107	partial
evm.model.hic_scaffold_8_pilon.61.4448	partial
evm.model.hic_scaffold_5_pilon.1367.112	high_confidence
evm.model.hic_scaffold_7_pilon.1317.37	partial
evm.model.hic_scaffold_9_pilon.1636.5145	average_confidence
evm.model.hic_scaffold_3_pilon.1493.3295	high_confidence
evm.model.hic_scaffold_6_pilon.1603.13418	partial
evm.model.hic_scaffold_3_pilon.16.-1	average_confidence
evm.model.hic_scaffold_10_pilon.731.982	partial
evm.model.hic_scaffold_15_pilon.21.5598	partial
evm.model.hic_scaffold_9_pilon.657.6765	partial
evm.model.hic_scaffold_5_pilon.1456.-1	partial
evm.model.hic_scaffold_5_pilon.836.-1	partial
evm.model.hic_scaffold_1_pilon.427.795	average_confidence
evm.model.hic_scaffold_7_pilon.245.5280	high_confidence
evm.model.hic_scaffold_7_pilon.256.5729	partial
evm.model.hic_scaffold_11_pilon.30.6053	average_confidence
evm.model.hic_scaffold_2_pilon.784.6006	high_confidence
evm.model.hic_scaffold_7_pilon.951.649	high_confidence
evm.model.hic_scaffold_16_pilon.162.11398	partial
evm.model.hic_scaffold_16_pilon.162.14908	partial
evm.model.hic_scaffold_6_pilon.114.33600	average_confidence
evm.model.hic_scaffold_5_pilon.1329.27914	partial
evm.model.hic_scaffold_1_pilon.493.1335	average_confidence
evm.model.hic_scaffold_8_pilon.566.12855	partial
evm.model.hic_scaffold_9_pilon.840.1181	partial
evm.model.hic_scaffold_5_pilon.970.291	high_confidence
evm.model.hic_scaffold_9_pilon.1140.29041	partial
evm.model.hic_scaffold_6_pilon.1042.2	partial
evm.model.hic_scaffold_9_pilon.947.2837	high_confidence
evm.model.hic_scaffold_4_pilon.189.32467	partial
evm.model.hic_scaffold_7_pilon.21.1603	average_confidence
evm.model.hic_scaffold_21_pilon.50.7446	average_confidence
evm.model.hic_scaffold_9_pilon.453.13490	partial
evm.model.hic_scaffold_9_pilon.453.26371	partial
evm.model.hic_scaffold_3_pilon.196.13668	low_confidence
evm.model.hic_scaffold_5_pilon.418.636	high_confidence
evm.model.hic_scaffold_6_pilon.1503.-1	partial
evm.model.hic_scaffold_1_pilon.277.12	partial
evm.model.hic_scaffold_10_pilon.616.-1	average_confidence
evm.model.hic_scaffold_4_pilon.884.838	partial
evm.model.hic_scaffold_7_pilon.237.-1	partial
evm.model.hic_scaffold_6_pilon.653.-1	partial
evm.model.hic_scaffold_3_pilon.1201.-1	partial
evm.model.hic_scaffold_39_pilon.7.26419	partial
evm.model.hic_scaffold_6_pilon.367.452	average_confidence
evm.model.hic_scaffold_5_pilon.967.280	average_confidence
evm.model.hic_scaffold_54_pilon.2.8152	average_confidence
evm.model.scaffold5132_size1146.1.34605	partial
evm.model.hic_scaffold_6_pilon.1563.2244	high_confidence
evm.model.hic_scaffold_9_pilon.744.3065	average_confidence
evm.model.hic_scaffold_6_pilon.293.3	low_confidence
evm.model.hic_scaffold_4_pilon.464.22936	partial
evm.model.hic_scaffold_3_pilon.510.-1	partial
evm.model.hic_scaffold_4_pilon.492.1363	partial
evm.model.hic_scaffold_4_pilon.944.339	partial
evm.model.hic_scaffold_4_pilon.944.33587	partial
evm.model.hic_scaffold_4_pilon.944.5041	partial
evm.model.hic_scaffold_4_pilon.944.13036	partial
evm.model.hic_scaffold_4_pilon.944.13755	partial
evm.model.hic_scaffold_7_pilon.1198.6558	partial
evm.model.hic_scaffold_4_pilon.1200.1204	high_confidence
evm.model.hic_scaffold_54_pilon.9.24135	partial
evm.model.hic_scaffold_7_pilon.1045.1444	average_confidence
evm.model.hic_scaffold_7_pilon.3.2325	average_confidence
evm.model.hic_scaffold_7_pilon.212.1482	partial
evm.model.hic_scaffold_4_pilon.1259.2356	partial
evm.model.hic_scaffold_8_pilon.109.4443	average_confidence
evm.model.hic_scaffold_1_pilon.346.497	average_confidence
evm.model.hic_scaffold_7_pilon.976.7	high_confidence
evm.model.hic_scaffold_1_pilon.413.12	partial
evm.model.hic_scaffold_25_pilon.10.1225	high_confidence
evm.model.hic_scaffold_10_pilon.573.9598	average_confidence
evm.model.hic_scaffold_3_pilon.822.2915	partial
evm.model.hic_scaffold_13_pilon.39.5932	average_confidence
evm.model.hic_scaffold_6_pilon.1527.-1	partial
evm.model.hic_scaffold_4_pilon.524.3171	partial
evm.model.hic_scaffold_5_pilon.864.26345	partial
evm.model.hic_scaffold_9_pilon.1141.5306	average_confidence
evm.model.hic_scaffold_31_pilon.7.15058	average_confidence
evm.model.hic_scaffold_2_pilon.85.34688	partial
evm.model.hic_scaffold_6_pilon.1060.1176	high_confidence
evm.model.hic_scaffold_10_pilon.1391.6	partial
evm.model.hic_scaffold_5_pilon.1431.1066	average_confidence
evm.model.hic_scaffold_5_pilon.1162.181	average_confidence
evm.model.hic_scaffold_6_pilon.1596.21533	partial
evm.model.hic_scaffold_1_pilon.83.190	high_confidence
evm.model.hic_scaffold_10_pilon.636.-1	partial
evm.model.hic_scaffold_43_pilon.9.19317	partial
evm.model.hic_scaffold_2_pilon.370.3470	average_confidence
evm.model.hic_scaffold_3_pilon.628.1552	low_confidence
evm.model.hic_scaffold_6_pilon.315.14138	high_confidence
evm.model.hic_scaffold_7_pilon.324.1763	high_confidence
evm.model.hic_scaffold_2_pilon.422.9228	average_confidence
evm.model.hic_scaffold_10_pilon.64.4949	partial
evm.model.hic_scaffold_9_pilon.1195.4786	average_confidence
evm.model.hic_scaffold_25_pilon.11.3207	average_confidence
evm.model.hic_scaffold_57_pilon.7.30275	partial
evm.model.hic_scaffold_57_pilon.7.31651	partial
evm.model.hic_scaffold_57_pilon.7.34454	partial
evm.model.hic_scaffold_7_pilon.1230.738	average_confidence
evm.model.hic_scaffold_3_pilon.1425.429	partial
evm.model.hic_scaffold_4_pilon.368.98	high_confidence
evm.model.hic_scaffold_5_pilon.1135.6696	average_confidence
evm.model.hic_scaffold_12_pilon.5.-1	average_confidence
evm.model.hic_scaffold_4_pilon.931.886	low_confidence
evm.model.hic_scaffold_5_pilon.921.2944	average_confidence
evm.model.hic_scaffold_9_pilon.1330.3790	partial
evm.model.hic_scaffold_8_pilon.728.2392	average_confidence
evm.model.hic_scaffold_8_pilon.227.1281	high_confidence
evm.model.hic_scaffold_4_pilon.337.-1	average_confidence
evm.model.hic_scaffold_2_pilon.657.2390	average_confidence
evm.model.hic_scaffold_9_pilon.1667.617	partial
evm.model.hic_scaffold_7_pilon.1394.119	partial
evm.model.hic_scaffold_6_pilon.151.3	partial
evm.model.hic_scaffold_13_pilon.115.6181	partial
evm.model.hic_scaffold_13_pilon.115.31689	partial
evm.model.hic_scaffold_12_pilon.34.6783	average_confidence
evm.model.hic_scaffold_3_pilon.868.2915	partial
evm.model.hic_scaffold_6_pilon.701.4459	high_confidence
evm.model.hic_scaffold_6_pilon.1082.-1	partial
evm.model.hic_scaffold_4_pilon.567.9155	partial
evm.model.hic_scaffold_4_pilon.567.12133	partial
evm.model.hic_scaffold_9_pilon.1889.-1	average_confidence
evm.model.hic_scaffold_7_pilon.1007.9359	partial
evm.model.hic_scaffold_7_pilon.1007.17581	partial
evm.model.hic_scaffold_3_pilon.1466.-1	partial
evm.model.hic_scaffold_1_pilon.698.30	average_confidence
evm.model.hic_scaffold_4_pilon.760.82	partial
evm.model.hic_scaffold_8_pilon.583.467	average_confidence
evm.model.hic_scaffold_8_pilon.583.9965	partial
evm.model.hic_scaffold_4_pilon.815.51	average_confidence
evm.model.hic_scaffold_5_pilon.503.3180	average_confidence
evm.model.hic_scaffold_4_pilon.180.1641	partial
evm.model.hic_scaffold_4_pilon.180.9786	partial
evm.model.hic_scaffold_9_pilon.1431.2396	average_confidence
evm.model.hic_scaffold_6_pilon.712.14719	average_confidence
evm.model.hic_scaffold_8_pilon.246.896	partial
evm.model.hic_scaffold_6_pilon.273.928	high_confidence
evm.model.hic_scaffold_2_pilon.295.6357	average_confidence
evm.model.hic_scaffold_9_pilon.1402.-1	partial
evm.model.hic_scaffold_10_pilon.298.26715	partial
evm.model.hic_scaffold_3_pilon.1228.19781	average_confidence
evm.model.hic_scaffold_2_pilon.218.158	partial
evm.model.hic_scaffold_10_pilon.459.32760	average_confidence
evm.model.hic_scaffold_5_pilon.823.4177	average_confidence
evm.model.hic_scaffold_4_pilon.1037.-1	average_confidence
evm.model.hic_scaffold_4_pilon.728.82	low_confidence
evm.model.hic_scaffold_10_pilon.1053.15631	partial
evm.model.hic_scaffold_1_pilon.875.6322	partial
evm.model.hic_scaffold_1_pilon.875.6596	partial
evm.model.hic_scaffold_3_pilon.1173.15432	average_confidence
evm.model.hic_scaffold_3_pilon.1288.127	partial
evm.model.hic_scaffold_9_pilon.933.3648	average_confidence
evm.model.hic_scaffold_6_pilon.317.3	average_confidence
evm.model.hic_scaffold_6_pilon.317.1547	partial
evm.model.hic_scaffold_7_pilon.898.7	high_confidence
evm.model.hic_scaffold_9_pilon.1355.10101	partial
evm.model.hic_scaffold_4_pilon.209.6356	average_confidence
evm.model.hic_scaffold_2_pilon.417.23617	partial
evm.model.hic_scaffold_1_pilon.742.64	average_confidence
evm.model.hic_scaffold_6_pilon.1091.2	partial
evm.model.hic_scaffold_6_pilon.1091.1872	partial
evm.model.hic_scaffold_6_pilon.1293.2	partial
evm.model.hic_scaffold_6_pilon.198.1587	average_confidence
evm.model.hic_scaffold_4_pilon.291.2114	partial
evm.model.hic_scaffold_3_pilon.757.3999	partial
evm.model.hic_scaffold_12_pilon.62.2298	partial
evm.model.hic_scaffold_12_pilon.62.3492	average_confidence
evm.model.hic_scaffold_4_pilon.990.2804	average_confidence
evm.model.hic_scaffold_6_pilon.236.3	partial
evm.model.hic_scaffold_6_pilon.967.2691	partial
evm.model.hic_scaffold_9_pilon.1727.4126	partial
evm.model.hic_scaffold_9_pilon.470.9109	average_confidence
evm.model.hic_scaffold_9_pilon.470.32579	partial
evm.model.hic_scaffold_14_pilon.31.6440	average_confidence
evm.model.hic_scaffold_5_pilon.957.1690	high_confidence
evm.model.hic_scaffold_8_pilon.121.10233	partial
evm.model.hic_scaffold_9_pilon.1294.14681	average_confidence
evm.model.hic_scaffold_8_pilon.297.13425	partial
evm.model.hic_scaffold_8_pilon.297.20221	partial
evm.model.hic_scaffold_9_pilon.361.34	average_confidence
evm.model.hic_scaffold_3_pilon.229.17175	partial
evm.model.hic_scaffold_7_pilon.1602.44	average_confidence
evm.model.hic_scaffold_8_pilon.543.72	average_confidence
evm.model.hic_scaffold_4_pilon.757.82	partial
evm.model.hic_scaffold_4_pilon.403.13974	average_confidence
evm.model.hic_scaffold_7_pilon.622.9735	partial
evm.model.hic_scaffold_7_pilon.866.527	partial
evm.model.hic_scaffold_2_pilon.276.21540	partial
evm.model.hic_scaffold_4_pilon.1195.1159	high_confidence
evm.model.hic_scaffold_1_pilon.172.614	average_confidence
evm.model.hic_scaffold_4_pilon.830.676	average_confidence
evm.model.hic_scaffold_2_pilon.770.6732	partial
evm.model.hic_scaffold_2_pilon.770.19945	partial
evm.model.hic_scaffold_2_pilon.770.26815	partial
evm.model.hic_scaffold_2_pilon.770.26843	partial
evm.model.hic_scaffold_2_pilon.770.28788	partial
evm.model.hic_scaffold_2_pilon.770.29259	partial
evm.model.hic_scaffold_2_pilon.770.30377	partial
evm.model.hic_scaffold_2_pilon.770.30385	partial
evm.model.hic_scaffold_2_pilon.770.31457	partial
evm.model.hic_scaffold_2_pilon.770.34301	partial
evm.model.hic_scaffold_2_pilon.770.34302	partial
evm.model.hic_scaffold_2_pilon.770.34434	partial
evm.model.hic_scaffold_2_pilon.770.34891	partial
evm.model.hic_scaffold_2_pilon.770.34962	partial
evm.model.hic_scaffold_2_pilon.770.35541	partial
evm.model.hic_scaffold_8_pilon.755.359	average_confidence
evm.model.hic_scaffold_3_pilon.84.6207	average_confidence
evm.model.hic_scaffold_5_pilon.481.1902	average_confidence
evm.model.hic_scaffold_10_pilon.721.-1	partial
evm.model.hic_scaffold_10_pilon.195.7609	average_confidence
evm.model.hic_scaffold_39_pilon.13.11602	partial
evm.model.hic_scaffold_11_pilon.55.366	partial
evm.model.hic_scaffold_6_pilon.1153.17115	average_confidence
evm.model.hic_scaffold_6_pilon.936.1116	high_confidence
evm.model.hic_scaffold_10_pilon.1207.2609	average_confidence
evm.model.hic_scaffold_2_pilon.474.8215	partial
evm.model.hic_scaffold_2_pilon.474.28979	partial
evm.model.hic_scaffold_9_pilon.266.-1	partial
evm.model.hic_scaffold_6_pilon.557.7885	average_confidence
evm.model.hic_scaffold_1_pilon.925.54	average_confidence
evm.model.hic_scaffold_7_pilon.950.649	partial
evm.model.hic_scaffold_62_pilon.12.10970	average_confidence
evm.model.hic_scaffold_62_pilon.12.20022	partial
evm.model.hic_scaffold_62_pilon.12.21704	partial
evm.model.hic_scaffold_62_pilon.12.34692	partial
evm.model.hic_scaffold_62_pilon.12.9635	average_confidence
evm.model.hic_scaffold_7_pilon.783.34971	low_confidence
evm.model.hic_scaffold_10_pilon.1112.1348	partial
evm.model.hic_scaffold_5_pilon.512.11758	average_confidence
evm.model.hic_scaffold_3_pilon.420.1	partial
evm.model.hic_scaffold_1_pilon.881.-1	partial
evm.model.hic_scaffold_10_pilon.1350.11831	partial
evm.model.hic_scaffold_10_pilon.1350.11906	partial
evm.model.hic_scaffold_10_pilon.1350.29594	partial
evm.model.hic_scaffold_10_pilon.1350.32564	partial
evm.model.hic_scaffold_10_pilon.1350.35258	partial
evm.model.hic_scaffold_4_pilon.156.4747	partial
evm.model.contig_49_pilon.27.7680	partial
evm.model.hic_scaffold_6_pilon.1817.4722	partial
evm.model.hic_scaffold_6_pilon.1817.31691	partial
evm.model.hic_scaffold_5_pilon.656.32	partial
evm.model.hic_scaffold_5_pilon.656.11700	partial
evm.model.hic_scaffold_6_pilon.1782.482	average_confidence
evm.model.hic_scaffold_6_pilon.545.3	partial
evm.model.hic_scaffold_5_pilon.456.25043	high_confidence
evm.model.hic_scaffold_1_pilon.749.64	partial
evm.model.hic_scaffold_1_pilon.749.590	partial
evm.model.hic_scaffold_6_pilon.1393.1706	partial
evm.model.hic_scaffold_2_pilon.460.-1	partial
evm.model.hic_scaffold_3_pilon.1384.-1	partial
evm.model.hic_scaffold_9_pilon.1105.19988	partial
evm.model.hic_scaffold_10_pilon.648.6	partial
evm.model.hic_scaffold_3_pilon.579.1	average_confidence
evm.model.hic_scaffold_3_pilon.952.25	partial
evm.model.hic_scaffold_7_pilon.132.9	partial
evm.model.hic_scaffold_5_pilon.241.5	average_confidence
evm.model.hic_scaffold_5_pilon.241.6253	average_confidence
evm.model.hic_scaffold_9_pilon.684.1506	average_confidence
evm.model.hic_scaffold_4_pilon.786.32438	average_confidence
evm.model.hic_scaffold_6_pilon.1359.2	partial
evm.model.hic_scaffold_1_pilon.912.21258	average_confidence
evm.model.hic_scaffold_7_pilon.29.13642	average_confidence
evm.model.hic_scaffold_13_pilon.96.18710	partial
evm.model.hic_scaffold_8_pilon.477.15	average_confidence
evm.model.hic_scaffold_2_pilon.700.50	partial
evm.model.hic_scaffold_8_pilon.691.3522	partial
evm.model.hic_scaffold_7_pilon.994.7	partial
evm.model.hic_scaffold_4_pilon.408.1353	high_confidence
evm.model.hic_scaffold_3_pilon.1171.25	partial
evm.model.hic_scaffold_6_pilon.808.97	average_confidence
evm.model.scaffold4155_size1231.1.16209	partial
evm.model.hic_scaffold_8_pilon.57.-1	partial
evm.model.hic_scaffold_3_pilon.1440.429	partial
evm.model.hic_scaffold_44_pilon.45.21508	partial
evm.model.hic_scaffold_44_pilon.45.22152	average_confidence
evm.model.hic_scaffold_44_pilon.45.24142	average_confidence
evm.model.hic_scaffold_44_pilon.45.30044	partial
evm.model.hic_scaffold_44_pilon.45.30486	partial
evm.model.hic_scaffold_44_pilon.45.31547	partial
evm.model.hic_scaffold_44_pilon.45.33150	partial
evm.model.hic_scaffold_44_pilon.45.33901	partial
evm.model.hic_scaffold_44_pilon.45.35716	partial
evm.model.hic_scaffold_5_pilon.979.3695	average_confidence
evm.model.hic_scaffold_60_pilon.3.2456	average_confidence
evm.model.hic_scaffold_5_pilon.1178.168	low_confidence
evm.model.hic_scaffold_68_pilon.10.19705	partial
evm.model.hic_scaffold_6_pilon.324.13356	partial
evm.model.hic_scaffold_4_pilon.1228.11861	partial
evm.model.hic_scaffold_2_pilon.793.7364	partial
evm.model.hic_scaffold_2_pilon.793.36081	partial
evm.model.hic_scaffold_9_pilon.640.11997	partial
evm.model.hic_scaffold_8_pilon.171.771	high_confidence
evm.model.hic_scaffold_5_pilon.357.8825	partial
evm.model.hic_scaffold_10_pilon.1363.6	partial
evm.model.hic_scaffold_10_pilon.1363.6012	partial
evm.model.hic_scaffold_9_pilon.243.-1	average_confidence
evm.model.contig_49_pilon.19.7680	partial
evm.model.hic_scaffold_1_pilon.225.4373	partial
evm.model.hic_scaffold_6_pilon.1307.3183	average_confidence
evm.model.hic_scaffold_3_pilon.52.6280	partial
evm.model.hic_scaffold_12_pilon.19.-1	average_confidence
evm.model.hic_scaffold_6_pilon.1306.3183	average_confidence
evm.model.hic_scaffold_6_pilon.1323.-1	average_confidence
evm.model.hic_scaffold_3_pilon.1126.19170	partial
evm.model.hic_scaffold_4_pilon.1188.3301	high_confidence
evm.model.hic_scaffold_10_pilon.430.5372	high_confidence
evm.model.hic_scaffold_10_pilon.335.21350	partial
evm.model.hic_scaffold_15_pilon.9.91	average_confidence
evm.model.hic_scaffold_7_pilon.1029.12457	partial
evm.model.hic_scaffold_7_pilon.1029.14755	partial
evm.model.hic_scaffold_7_pilon.1029.25404	partial
evm.model.hic_scaffold_7_pilon.1029.27630	partial
evm.model.hic_scaffold_7_pilon.1029.35899	partial
evm.model.scaffold332_size4734.3.5800	average_confidence
evm.model.scaffold332_size4734.3.6300	average_confidence
evm.model.scaffold332_size4734.3.7162	average_confidence
evm.model.hic_scaffold_1_pilon.664.471	partial
evm.model.hic_scaffold_9_pilon.1532.2700	partial
evm.model.hic_scaffold_10_pilon.300.15668	partial
evm.model.hic_scaffold_4_pilon.346.1735	partial
evm.model.hic_scaffold_9_pilon.1494.1029	average_confidence
evm.model.hic_scaffold_3_pilon.749.14767	partial
evm.model.hic_scaffold_7_pilon.1377.17	average_confidence
evm.model.hic_scaffold_10_pilon.676.6	average_confidence
evm.model.hic_scaffold_7_pilon.1509.-1	partial
evm.model.hic_scaffold_3_pilon.363.1	partial
evm.model.hic_scaffold_3_pilon.363.9662	partial
evm.model.hic_scaffold_7_pilon.770.983	average_confidence
evm.model.hic_scaffold_3_pilon.867.2915	partial
evm.model.hic_scaffold_3_pilon.867.10608	partial
evm.model.hic_scaffold_10_pilon.956.6	partial
evm.model.hic_scaffold_49_pilon.5.10385	partial
evm.model.hic_scaffold_5_pilon.1263.2900	average_confidence
evm.model.hic_scaffold_4_pilon.977.-1	average_confidence
evm.model.hic_scaffold_5_pilon.1464.14920	partial
evm.model.hic_scaffold_1_pilon.447.4494	partial
evm.model.hic_scaffold_4_pilon.1349.29283	partial
evm.model.hic_scaffold_4_pilon.1349.3817	partial
evm.model.hic_scaffold_7_pilon.82.5051	partial
evm.model.hic_scaffold_50_pilon.19.16503	partial
evm.model.hic_scaffold_8_pilon.354.-1	partial
evm.model.hic_scaffold_5_pilon.563.103	partial
evm.model.hic_scaffold_5_pilon.563.6182	partial
evm.model.hic_scaffold_5_pilon.563.7947	partial
evm.model.hic_scaffold_7_pilon.146.9	average_confidence
evm.model.hic_scaffold_3_pilon.744.1	partial
evm.model.hic_scaffold_5_pilon.573.103	partial
evm.model.hic_scaffold_3_pilon.94.1	partial
evm.model.hic_scaffold_3_pilon.94.27472	partial
evm.model.hic_scaffold_8_pilon.87.10	partial
evm.model.hic_scaffold_8_pilon.87.6980	partial
evm.model.hic_scaffold_8_pilon.87.7566	partial
evm.model.hic_scaffold_8_pilon.87.7963	partial
evm.model.hic_scaffold_1_pilon.361.12	partial
evm.model.hic_scaffold_5_pilon.556.103	partial
evm.model.hic_scaffold_8_pilon.124.10	partial
evm.model.hic_scaffold_8_pilon.124.5871	partial
evm.model.hic_scaffold_8_pilon.124.13450	partial
