Orthogroup	Dalotia_update.aa	Alustrica.aa
OG0001430	Dcor_evm.model.hic_scaffold_8_pilon.145	Alus_evm.model.scaffold03840.3
OG0001431	Dcor_evm.model.hic_scaffold_5_pilon.975, Dcor_evm.model.hic_scaffold_2_pilon.503	Alus_evm.model.scaffold05182.2
OG0001432	Dcor_evm.model.hic_scaffold_4_pilon.651	Alus_evm.model.scaffold02881.6
OG0001433	Dcor_evm.model.hic_scaffold_1_pilon.1035	Alus_evm.model.scaffold05648.6
OG0001433	Dcor_evm.model.hic_scaffold_1_pilon.1036	Alus_evm.model.scaffold05648.5
OG0001434	Dcor_evm.model.hic_scaffold_9_pilon.904	Alus_evm.model.scaffold07881.1
OG0001435	Dcor_evm.model.hic_scaffold_22_pilon.2	Alus_evm.model.scaffold06990.11
OG0001436	Dcor_evm.model.hic_scaffold_5_pilon.1085	Alus_evm.model.scaffold07719.18
OG0001437	Dcor_evm.model.hic_scaffold_1_pilon.654	Alus_evm.model.scaffold02928.6
OG0001438	Dcor_evm.model.hic_scaffold_10_pilon.1405	Alus_evm.model.scaffold01415.9
OG0001439	Dcor_evm.model.hic_scaffold_9_pilon.992	Alus_evm.model.scaffold00960.1, Alus_evm.model.scaffold07566.1
OG0001440	Dcor_evm.model.hic_scaffold_7_pilon.1432, Dcor_evm.model.hic_scaffold_15_pilon.100	Alus_evm.model.scaffold07757.14
OG0001441	Dcor_evm.model.hic_scaffold_7_pilon.1454	Alus_evm.model.scaffold07757.13
OG0001442	Dcor_evm.model.hic_scaffold_3_pilon.87	Alus_evm.model.scaffold17953.14
OG0001443	Dcor_evm.model.hic_scaffold_8_pilon.482	Alus_evm.model.scaffold00266.8
OG0001444	Dcor_evm.model.hic_scaffold_3_pilon.1461	Alus_evm.model.scaffold08181.10
OG0001445	Dcor_evm.model.hic_scaffold_7_pilon.1519	Alus_evm.model.scaffold04466.9
OG0001445	Dcor_evm.model.hic_scaffold_7_pilon.1523	Alus_evm.model.scaffold02602.2
OG0001446	Dcor_evm.model.hic_scaffold_2_pilon.13	Alus_evm.model.scaffold16695.4
OG0001447	Dcor_evm.model.hic_scaffold_9_pilon.1620	Alus_evm.model.scaffold03483.3
OG0001448	Dcor_evm.model.hic_scaffold_3_pilon.1134, Dcor_evm.model.scaffold4357_size1211.1	Alus_evm.model.scaffold06802.1
OG0001450	Dcor_evm.model.hic_scaffold_9_pilon.253	Alus_evm.model.scaffold08482.1, Alus_evm.model.scaffold02793.1, Alus_evm.model.scaffold01945.5
OG0001451	Dcor_evm.model.hic_scaffold_2_pilon.511	Alus_evm.model.scaffold12082.9
OG0001452	Dcor_evm.model.hic_scaffold_9_pilon.966	Alus_evm.model.scaffold02246.7
OG0001453	Dcor_evm.model.hic_scaffold_5_pilon.100	Alus_evm.model.scaffold10204.3
OG0001454	Dcor_evm.model.hic_scaffold_10_pilon.1264	Alus_evm.model.scaffold00638.5
OG0001455	Dcor_evm.model.hic_scaffold_2_pilon.399, Dcor_evm.model.hic_scaffold_2_pilon.398	Alus_evm.model.scaffold06077.5
OG0001456	Dcor_evm.model.hic_scaffold_8_pilon.427	Alus_evm.model.scaffold05428.9
OG0001457	Dcor_evm.model.hic_scaffold_5_pilon.536	Alus_evm.model.scaffold14203.5
OG0001458	Dcor_evm.model.hic_scaffold_6_pilon.446	Alus_evm.model.scaffold11210.5
OG0001459	Dcor_evm.model.hic_scaffold_1_pilon.898	Alus_evm.model.scaffold10732.7
OG0001461	Dcor_evm.model.hic_scaffold_3_pilon.770	Alus_evm.model.scaffold08043.2
OG0001463	Dcor_evm.model.hic_scaffold_10_pilon.957	Alus_evm.model.scaffold05822.30
OG0001464	Dcor_evm.model.hic_scaffold_25_pilon.18	Alus_evm.model.scaffold11245.2
OG0001465	Dcor_evm.model.hic_scaffold_3_pilon.1456	Alus_evm.model.scaffold11391.6
OG0001465	Dcor_evm.model.hic_scaffold_3_pilon.1457	Alus_evm.model.scaffold11391.5
OG0001466	Dcor_evm.model.hic_scaffold_4_pilon.803	Alus_evm.model.scaffold00832.11
OG0001467	Dcor_evm.model.hic_scaffold_5_pilon.739, Dcor_evm.model.contig_30_pilon.1	Alus_evm.model.scaffold09661.3, Alus_evm.model.scaffold07773.1
OG0001468	Dcor_evm.model.hic_scaffold_5_pilon.1319	Alus_evm.model.scaffold05746.3
OG0001469	Dcor_evm.model.hic_scaffold_9_pilon.1000, Dcor_evm.model.hic_scaffold_1_pilon.231	Alus_evm.model.scaffold12151.1
OG0001472	Dcor_evm.model.hic_scaffold_5_pilon.1133	Alus_evm.model.scaffold00684.3
OG0001473	Dcor_evm.model.hic_scaffold_1_pilon.337	Alus_evm.model.scaffold01876.32
OG0001474	Dcor_evm.model.hic_scaffold_1_pilon.802	Alus_evm.model.scaffold02705.2
OG0001475	Dcor_evm.model.hic_scaffold_1_pilon.668, Dcor_evm.model.hic_scaffold_7_pilon.424, Dcor_evm.model.hic_scaffold_7_pilon.425	Alus_evm.model.scaffold16048.27
OG0001476	Dcor_evm.model.hic_scaffold_9_pilon.1786	Alus_evm.model.scaffold01269.2
OG0001477	Dcor_evm.model.hic_scaffold_9_pilon.95	Alus_evm.model.scaffold03006.5
OG0001478	Dcor_evm.model.hic_scaffold_10_pilon.448	Alus_evm.model.scaffold15871.1
OG0001482	Dcor_evm.model.hic_scaffold_4_pilon.1165, Dcor_evm.model.hic_scaffold_4_pilon.1361	Alus_evm.model.scaffold08823.1
OG0001487	Dcor_evm.model.hic_scaffold_9_pilon.1648	Alus_evm.model.scaffold14292.10
OG0001488	Dcor_evm.model.hic_scaffold_13_pilon.23, Dcor_evm.model.hic_scaffold_9_pilon.645	Alus_evm.model.scaffold04726.7
OG0001489	Dcor_evm.model.hic_scaffold_1_pilon.154	Alus_evm.model.scaffold05101.1
OG0001490	Dcor_evm.model.hic_scaffold_4_pilon.795	Alus_evm.model.scaffold01078.3
OG0001491	Dcor_evm.model.hic_scaffold_13_pilon.67, Dcor_evm.model.hic_scaffold_13_pilon.68, Dcor_evm.model.hic_scaffold_9_pilon.598, Dcor_evm.model.hic_scaffold_13_pilon.66	Alus_evm.model.scaffold10547.8, Alus_evm.model.scaffold06740.1
OG0001492	Dcor_evm.model.hic_scaffold_4_pilon.663	Alus_evm.model.scaffold02881.2
OG0001493	Dcor_evm.model.hic_scaffold_5_pilon.573	Alus_evm.model.scaffold05635.6
OG0001494	Dcor_evm.model.hic_scaffold_7_pilon.950	Alus_evm.model.scaffold10058.1
OG0001496	Dcor_evm.model.hic_scaffold_5_pilon.483	Alus_evm.model.scaffold10678.4
OG0001497	Dcor_evm.model.hic_scaffold_10_pilon.1062	Alus_evm.model.scaffold14050.4
OG0001498	Dcor_evm.model.hic_scaffold_7_pilon.1596	Alus_evm.model.scaffold10558.1
OG0001499	Dcor_evm.model.hic_scaffold_6_pilon.1667	Alus_evm.model.scaffold03341.1
OG0001500	Dcor_evm.model.hic_scaffold_6_pilon.552	Alus_evm.model.scaffold05091.3
OG0001501	Dcor_evm.model.hic_scaffold_9_pilon.1290	Alus_evm.model.scaffold02041.20
OG0001502	Dcor_evm.model.hic_scaffold_7_pilon.1376	Alus_evm.model.scaffold09691.2
OG0001502	Dcor_evm.model.hic_scaffold_7_pilon.1373	Alus_evm.model.scaffold09034.3
OG0001503	Dcor_evm.model.hic_scaffold_7_pilon.1474	Alus_evm.model.scaffold00349.2
OG0001503	Dcor_evm.model.hic_scaffold_8_pilon.411	Alus_evm.model.scaffold09180.5
OG0001504	Dcor_evm.model.hic_scaffold_6_pilon.1370	Alus_evm.model.scaffold18325.1
OG0001505	Dcor_evm.model.hic_scaffold_5_pilon.1215	Alus_evm.model.scaffold12777.1
OG0001507	Dcor_evm.model.hic_scaffold_5_pilon.618	Alus_evm.model.scaffold10510.1
OG0001508	Dcor_evm.model.hic_scaffold_2_pilon.8, Dcor_evm.model.hic_scaffold_2_pilon.417	Alus_evm.model.scaffold05308.1, Alus_evm.model.scaffold01482.2
OG0001509	Dcor_evm.model.hic_scaffold_10_pilon.341	Alus_evm.model.scaffold15860.5
OG0001510	Dcor_evm.model.hic_scaffold_2_pilon.82	Alus_evm.model.scaffold15884.2, Alus_evm.model.scaffold12852.1
OG0001511	Dcor_evm.model.hic_scaffold_10_pilon.132	Alus_evm.model.scaffold16193.3
OG0001511	Dcor_evm.model.hic_scaffold_10_pilon.307	Alus_evm.model.scaffold16193.2
OG0001512	Dcor_evm.model.hic_scaffold_7_pilon.261	Alus_evm.model.scaffold12010.11
OG0001513	Dcor_evm.model.hic_scaffold_5_pilon.733	Alus_evm.model.scaffold15725.6
OG0001514	Dcor_evm.model.hic_scaffold_3_pilon.819	Alus_evm.model.scaffold12453.3
OG0001515	Dcor_evm.model.hic_scaffold_16_pilon.170, Dcor_evm.model.hic_scaffold_6_pilon.515	Alus_evm.model.scaffold03773.4
OG0001516	Dcor_evm.model.hic_scaffold_13_pilon.97, Dcor_evm.model.hic_scaffold_9_pilon.572	Alus_evm.model.scaffold01290.2
OG0001518	Dcor_evm.model.hic_scaffold_9_pilon.931	Alus_evm.model.scaffold17412.2
OG0001519	Dcor_evm.model.hic_scaffold_8_pilon.310	Alus_evm.model.scaffold17741.3
OG0001520	Dcor_evm.model.hic_scaffold_14_pilon.92, Dcor_evm.model.hic_scaffold_6_pilon.627	Alus_evm.model.scaffold18345.1
OG0001521	Dcor_evm.model.hic_scaffold_10_pilon.1034	Alus_evm.model.scaffold09326.1
OG0001522	Dcor_evm.model.hic_scaffold_8_pilon.337	Alus_evm.model.scaffold03682.2, Alus_evm.model.scaffold11592.1
OG0001523	Dcor_evm.model.hic_scaffold_9_pilon.355	Alus_evm.model.scaffold06506.3
OG0001525	Dcor_evm.model.hic_scaffold_9_pilon.927	Alus_evm.model.scaffold11142.1
OG0001526	Dcor_evm.model.hic_scaffold_8_pilon.907	Alus_evm.model.scaffold14148.3
OG0001527	Dcor_evm.model.hic_scaffold_9_pilon.1281, Dcor_evm.model.hic_scaffold_9_pilon.1280	Alus_evm.model.scaffold15532.5
OG0001528	Dcor_evm.model.hic_scaffold_4_pilon.1076	Alus_evm.model.scaffold14420.4
OG0001529	Dcor_evm.model.hic_scaffold_4_pilon.1032	Alus_evm.model.scaffold06315.3
OG0001530	Dcor_evm.model.hic_scaffold_2_pilon.301	Alus_evm.model.scaffold02355.5
OG0001531	Dcor_evm.model.hic_scaffold_9_pilon.58	Alus_evm.model.scaffold01804.10
OG0001533	Dcor_evm.model.hic_scaffold_8_pilon.442	Alus_evm.model.scaffold11834.1
OG0001534	Dcor_evm.model.hic_scaffold_3_pilon.71	Alus_evm.model.scaffold02426.6
OG0001536	Dcor_evm.model.hic_scaffold_10_pilon.78	Alus_evm.model.scaffold02041.22
OG0001536	Dcor_evm.model.hic_scaffold_5_pilon.271	Alus_evm.model.scaffold01213.1
OG0001537	Dcor_evm.model.hic_scaffold_5_pilon.1140	Alus_evm.model.scaffold00959.2
OG0001538	Dcor_evm.model.hic_scaffold_16_pilon.45, Dcor_evm.model.hic_scaffold_6_pilon.783	Alus_evm.model.scaffold11509.4, Alus_evm.model.scaffold17694.1
OG0001540	Dcor_evm.model.hic_scaffold_5_pilon.98	Alus_evm.model.scaffold08104.3
OG0001541	Dcor_evm.model.hic_scaffold_2_pilon.772	Alus_evm.model.scaffold10980.2
OG0001542	Dcor_evm.model.hic_scaffold_1_pilon.286	Alus_evm.model.scaffold02667.9
OG0001543	Dcor_evm.model.hic_scaffold_10_pilon.363	Alus_evm.model.scaffold01173.7
OG0001544	Dcor_evm.model.hic_scaffold_9_pilon.325	Alus_evm.model.scaffold00919.2
OG0001545	Dcor_evm.model.hic_scaffold_9_pilon.1831	Alus_evm.model.scaffold15516.2
OG0001546	Dcor_evm.model.hic_scaffold_6_pilon.337	Alus_evm.model.scaffold09780.3
OG0001546	Dcor_evm.model.hic_scaffold_1_pilon.169	Alus_evm.model.scaffold05066.5
OG0001548	Dcor_evm.model.hic_scaffold_10_pilon.88	Alus_evm.model.scaffold15871.16
OG0001549	Dcor_evm.model.hic_scaffold_5_pilon.160	Alus_evm.model.scaffold09269.5
OG0001550	Dcor_evm.model.hic_scaffold_2_pilon.465	Alus_evm.model.scaffold11566.8
OG0001551	Dcor_evm.model.hic_scaffold_5_pilon.1382, Dcor_evm.model.hic_scaffold_5_pilon.1381, Dcor_evm.model.scaffold1311_size1794.1	Alus_evm.model.scaffold08379.5
OG0001552	Dcor_evm.model.hic_scaffold_22_pilon.5	Alus_evm.model.scaffold05741.3
OG0001554	Dcor_evm.model.hic_scaffold_3_pilon.595, Dcor_evm.model.hic_scaffold_3_pilon.594	Alus_evm.model.scaffold17942.11
OG0001555	Dcor_evm.model.hic_scaffold_9_pilon.1566	Alus_evm.model.scaffold04885.1
OG0001556	Dcor_evm.model.hic_scaffold_3_pilon.1055	Alus_evm.model.scaffold10516.5
OG0001557	Dcor_evm.model.hic_scaffold_3_pilon.170	Alus_evm.model.scaffold01026.23
OG0001558	Dcor_evm.model.hic_scaffold_10_pilon.1086	Alus_evm.model.scaffold09846.7
OG0001560	Dcor_evm.model.hic_scaffold_6_pilon.1647	Alus_evm.model.scaffold06098.28
OG0001563	Dcor_evm.model.hic_scaffold_2_pilon.655, Dcor_evm.model.hic_scaffold_2_pilon.791	Alus_evm.model.scaffold04022.6
OG0001568	Dcor_evm.model.hic_scaffold_4_pilon.977	Alus_evm.model.scaffold02652.5
OG0001569	Dcor_evm.model.hic_scaffold_4_pilon.772, Dcor_evm.model.hic_scaffold_4_pilon.303	Alus_evm.model.scaffold10652.6
OG0001569	Dcor_evm.model.hic_scaffold_11_pilon.56, Dcor_evm.model.hic_scaffold_4_pilon.819	Alus_evm.model.scaffold00947.8
OG0001570	Dcor_evm.model.hic_scaffold_7_pilon.48	Alus_evm.model.scaffold18253.6
OG0001571	Dcor_evm.model.hic_scaffold_2_pilon.748, Dcor_evm.model.hic_scaffold_5_pilon.897, Dcor_evm.model.hic_scaffold_2_pilon.747, Dcor_evm.model.hic_scaffold_5_pilon.896	Alus_evm.model.scaffold05361.1
OG0001573	Dcor_evm.model.hic_scaffold_4_pilon.962	Alus_evm.model.scaffold01094.6
OG0001574	Dcor_evm.model.hic_scaffold_16_pilon.146, Dcor_evm.model.hic_scaffold_6_pilon.682	Alus_evm.model.scaffold01780.1, Alus_evm.model.scaffold03470.1
OG0001574	Dcor_evm.model.hic_scaffold_14_pilon.10, Dcor_evm.model.hic_scaffold_9_pilon.376	Alus_evm.model.scaffold01303.5
OG0001575	Dcor_evm.model.hic_scaffold_3_pilon.1295, Dcor_evm.model.hic_scaffold_9_pilon.1220	Alus_evm.model.scaffold12905.5
OG0001576	Dcor_evm.model.hic_scaffold_5_pilon.79	Alus_evm.model.scaffold10852.2
OG0001577	Dcor_evm.model.hic_scaffold_7_pilon.1372	Alus_evm.model.scaffold07260.2
OG0001578	Dcor_evm.model.hic_scaffold_5_pilon.1083	Alus_evm.model.scaffold07719.17
OG0001579	Dcor_evm.model.hic_scaffold_9_pilon.1779	Alus_evm.model.scaffold03400.8
OG0001580	Dcor_evm.model.hic_scaffold_5_pilon.960	Alus_evm.model.scaffold12468.2
OG0001582	Dcor_evm.model.hic_scaffold_7_pilon.300	Alus_evm.model.scaffold05817.7
OG0001583	Dcor_evm.model.hic_scaffold_6_pilon.1061	Alus_evm.model.scaffold13717.3, Alus_evm.model.scaffold12332.3
OG0001584	Dcor_evm.model.hic_scaffold_2_pilon.262	Alus_evm.model.scaffold02287.13
OG0001587	Dcor_evm.model.hic_scaffold_9_pilon.1673	Alus_evm.model.scaffold05440.6
OG0001587	Dcor_evm.model.hic_scaffold_9_pilon.1685	Alus_evm.model.scaffold15446.1
OG0001588	Dcor_evm.model.hic_scaffold_10_pilon.703	Alus_evm.model.scaffold16523.11, Alus_evm.model.scaffold02081.1
OG0001589	Dcor_evm.model.hic_scaffold_11_pilon.46, Dcor_evm.model.hic_scaffold_4_pilon.828	Alus_evm.model.scaffold04632.2
OG0001590	Dcor_evm.model.hic_scaffold_1_pilon.128, Dcor_evm.model.hic_scaffold_42_pilon.2	Alus_evm.model.scaffold01154.64
OG0001591	Dcor_evm.model.hic_scaffold_1_pilon.812	Alus_evm.model.scaffold05196.39
OG0001592	Dcor_evm.model.hic_scaffold_9_pilon.1640, Dcor_evm.model.hic_scaffold_9_pilon.1641	Alus_evm.model.scaffold02099.1, Alus_evm.model.scaffold05849.4
OG0001593	Dcor_evm.model.hic_scaffold_5_pilon.516	Alus_evm.model.scaffold05575.2
OG0001594	Dcor_evm.model.hic_scaffold_9_pilon.1846	Alus_evm.model.scaffold08085.5
OG0001595	Dcor_evm.model.hic_scaffold_9_pilon.912	Alus_evm.model.scaffold18215.3
OG0001596	Dcor_evm.model.hic_scaffold_13_pilon.49, Dcor_evm.model.hic_scaffold_9_pilon.614	Alus_evm.model.scaffold10359.2
OG0001597	Dcor_evm.model.hic_scaffold_2_pilon.364	Alus_evm.model.scaffold12498.14
OG0001599	Dcor_evm.model.hic_scaffold_3_pilon.1075	Alus_evm.model.scaffold17211.2
OG0001600	Dcor_evm.model.hic_scaffold_6_pilon.85	Alus_evm.model.scaffold10111.10
OG0001601	Dcor_evm.model.hic_scaffold_5_pilon.1023	Alus_evm.model.scaffold09050.1
OG0001602	Dcor_evm.model.hic_scaffold_8_pilon.783	Alus_evm.model.scaffold14688.5
OG0001603	Dcor_evm.model.hic_scaffold_3_pilon.214, Dcor_evm.model.hic_scaffold_7_pilon.1023	Alus_evm.model.scaffold16964.10
OG0001604	Dcor_evm.model.hic_scaffold_6_pilon.1273	Alus_evm.model.scaffold00983.11
OG0001605	Dcor_evm.model.hic_scaffold_16_pilon.67, Dcor_evm.model.hic_scaffold_16_pilon.66, Dcor_evm.model.hic_scaffold_16_pilon.61, Dcor_evm.model.hic_scaffold_6_pilon.766	Alus_evm.model.scaffold09373.2
OG0001606	Dcor_evm.model.hic_scaffold_3_pilon.748	Alus_evm.model.scaffold08115.17
OG0001607	Dcor_evm.model.hic_scaffold_6_pilon.1148	Alus_evm.model.scaffold07457.3
OG0001608	Dcor_evm.model.hic_scaffold_6_pilon.1411	Alus_evm.model.scaffold11509.3
OG0001608	Dcor_evm.model.hic_scaffold_6_pilon.1412	Alus_evm.model.scaffold11509.2
OG0001609	Dcor_evm.model.hic_scaffold_16_pilon.104, Dcor_evm.model.hic_scaffold_6_pilon.725	Alus_evm.model.scaffold02301.1, Alus_evm.model.scaffold06557.1
OG0001609	Dcor_evm.model.hic_scaffold_6_pilon.1386	Alus_evm.model.scaffold15245.1
OG0001610	Dcor_evm.model.hic_scaffold_9_pilon.321, Dcor_evm.model.hic_scaffold_9_pilon.320	Alus_evm.model.scaffold08420.3
OG0001611	Dcor_evm.model.hic_scaffold_2_pilon.74	Alus_evm.model.scaffold00333.1
OG0001612	Dcor_evm.model.hic_scaffold_4_pilon.1364	Alus_evm.model.scaffold08807.3
OG0001613	Dcor_evm.model.hic_scaffold_3_pilon.882, Dcor_evm.model.hic_scaffold_6_pilon.639	Alus_evm.model.scaffold05549.7
OG0001613	Dcor_evm.model.hic_scaffold_5_pilon.396, Dcor_evm.model.hic_scaffold_8_pilon.109	Alus_evm.model.scaffold03714.5
OG0001614	Dcor_evm.model.hic_scaffold_8_pilon.280	Alus_evm.model.scaffold08366.2
OG0001615	Dcor_evm.model.hic_scaffold_6_pilon.732	Alus_evm.model.scaffold16178.4
OG0001617	Dcor_evm.model.hic_scaffold_10_pilon.889	Alus_evm.model.scaffold13661.4
OG0001618	Dcor_evm.model.hic_scaffold_5_pilon.18	Alus_evm.model.scaffold08603.3
OG0001619	Dcor_evm.model.hic_scaffold_5_pilon.697	Alus_evm.model.scaffold15912.2, Alus_evm.model.scaffold12521.3
OG0001620	Dcor_evm.model.hic_scaffold_2_pilon.267	Alus_evm.model.scaffold10005.12, Alus_evm.model.scaffold10005.11
OG0001621	Dcor_evm.model.hic_scaffold_6_pilon.61	Alus_evm.model.scaffold03127.5
OG0001622	Dcor_evm.model.hic_scaffold_16_pilon.18, Dcor_evm.model.hic_scaffold_6_pilon.814	Alus_evm.model.scaffold01990.11
OG0001624	Dcor_evm.model.hic_scaffold_3_pilon.1511	Alus_evm.model.scaffold04339.3
OG0001625	Dcor_evm.model.hic_scaffold_9_pilon.849	Alus_evm.model.scaffold04027.8
OG0001625	Dcor_evm.model.hic_scaffold_10_pilon.1093	Alus_evm.model.scaffold06144.1
OG0001626	Dcor_evm.model.hic_scaffold_10_pilon.1349	Alus_evm.model.scaffold16330.4
OG0001626	Dcor_evm.model.hic_scaffold_10_pilon.350	Alus_evm.model.scaffold03929.12
OG0001627	Dcor_evm.model.hic_scaffold_5_pilon.746, Dcor_evm.model.contig_94_pilon.1, Dcor_evm.model.hic_scaffold_5_pilon.745	Alus_evm.model.scaffold01462.2
OG0001628	Dcor_evm.model.hic_scaffold_1_pilon.336	Alus_evm.model.scaffold01876.28
OG0001629	Dcor_evm.model.hic_scaffold_10_pilon.458, Dcor_evm.model.hic_scaffold_10_pilon.457	Alus_evm.model.scaffold08397.1
OG0001631	Dcor_evm.model.scaffold946_size2164.1, Dcor_evm.model.hic_scaffold_2_pilon.279, Dcor_evm.model.scaffold946_size2164.3	Alus_evm.model.scaffold03591.2
OG0001633	Dcor_evm.model.hic_scaffold_9_pilon.252	Alus_evm.model.scaffold09047.4
OG0001634	Dcor_evm.model.hic_scaffold_1_pilon.813	Alus_evm.model.scaffold01876.41
OG0001639	Dcor_evm.model.hic_scaffold_1_pilon.1039, Dcor_evm.model.hic_scaffold_1_pilon.1037	Alus_evm.model.scaffold05648.4
OG0001640	Dcor_evm.model.hic_scaffold_1_pilon.27	Alus_evm.model.scaffold13861.5
OG0001641	Dcor_evm.model.hic_scaffold_16_pilon.144, Dcor_evm.model.hic_scaffold_6_pilon.685	Alus_evm.model.scaffold10322.2
OG0001642	Dcor_evm.model.hic_scaffold_8_pilon.138	Alus_evm.model.scaffold13317.2
OG0001643	Dcor_evm.model.hic_scaffold_8_pilon.256	Alus_evm.model.scaffold09415.3
OG0001644	Dcor_evm.model.hic_scaffold_3_pilon.20	Alus_evm.model.scaffold07145.5
OG0001645	Dcor_evm.model.hic_scaffold_5_pilon.198	Alus_evm.model.scaffold17612.1
OG0001646	Dcor_evm.model.hic_scaffold_9_pilon.196	Alus_evm.model.scaffold05849.1
OG0001647	Dcor_evm.model.hic_scaffold_13_pilon.151, Dcor_evm.model.hic_scaffold_9_pilon.522	Alus_evm.model.scaffold05879.5
OG0001648	Dcor_evm.model.hic_scaffold_3_pilon.85	Alus_evm.model.scaffold17953.11
OG0001650	Dcor_evm.model.hic_scaffold_9_pilon.193	Alus_evm.model.scaffold04027.13
OG0001651	Dcor_evm.model.hic_scaffold_5_pilon.206	Alus_evm.model.scaffold15491.3
OG0001652	Dcor_evm.model.hic_scaffold_5_pilon.84	Alus_evm.model.scaffold10852.7
OG0001653	Dcor_evm.model.hic_scaffold_2_pilon.241	Alus_evm.model.scaffold18254.6
OG0001654	Dcor_evm.model.hic_scaffold_9_pilon.534, Dcor_evm.model.hic_scaffold_13_pilon.135, Dcor_evm.model.hic_scaffold_9_pilon.536	Alus_evm.model.scaffold15495.10
OG0001655	Dcor_evm.model.hic_scaffold_13_pilon.130, Dcor_evm.model.hic_scaffold_9_pilon.540	Alus_evm.model.scaffold15495.6
OG0001656	Dcor_evm.model.hic_scaffold_10_pilon.184	Alus_evm.model.scaffold12570.1
OG0001657	Dcor_evm.model.hic_scaffold_2_pilon.10	Alus_evm.model.scaffold16695.5
OG0001658	Dcor_evm.model.hic_scaffold_5_pilon.1151	Alus_evm.model.scaffold03423.5
OG0001660	Dcor_evm.model.hic_scaffold_9_pilon.972	Alus_evm.model.scaffold02056.1
OG0001661	Dcor_evm.model.hic_scaffold_8_pilon.233	Alus_evm.model.scaffold05428.5
OG0001661	Dcor_evm.model.hic_scaffold_9_pilon.258	Alus_evm.model.scaffold14246.2
OG0001662	Dcor_evm.model.hic_scaffold_3_pilon.130	Alus_evm.model.scaffold18153.10
OG0001663	Dcor_evm.model.hic_scaffold_7_pilon.1619	Alus_evm.model.scaffold12966.7
OG0001664	Dcor_evm.model.hic_scaffold_5_pilon.1146	Alus_evm.model.scaffold11724.1
OG0001665	Dcor_evm.model.hic_scaffold_5_pilon.514	Alus_evm.model.scaffold07521.2
OG0001666	Dcor_evm.model.hic_scaffold_5_pilon.1229	Alus_evm.model.scaffold10403.1
OG0001668	Dcor_evm.model.hic_scaffold_8_pilon.659, Dcor_evm.model.hic_scaffold_8_pilon.937	Alus_evm.model.scaffold00842.5
OG0001670	Dcor_evm.model.hic_scaffold_40_pilon.5	Alus_evm.model.scaffold01287.3
OG0001671	Dcor_evm.model.hic_scaffold_7_pilon.798	Alus_evm.model.scaffold15291.4
OG0001672	Dcor_evm.model.hic_scaffold_5_pilon.702	Alus_evm.model.scaffold12399.15
OG0001673	Dcor_evm.model.hic_scaffold_2_pilon.52	Alus_evm.model.scaffold00119.5
OG0001674	Dcor_evm.model.hic_scaffold_8_pilon.793	Alus_evm.model.scaffold10203.3
OG0001675	Dcor_evm.model.hic_scaffold_1_pilon.325	Alus_evm.model.scaffold08862.8
OG0001676	Dcor_evm.model.hic_scaffold_14_pilon.2, Dcor_evm.model.hic_scaffold_9_pilon.368	Alus_evm.model.scaffold06646.4
OG0001677	Dcor_evm.model.hic_scaffold_8_pilon.396	Alus_evm.model.scaffold04253.19
OG0001678	Dcor_evm.model.hic_scaffold_6_pilon.1048	Alus_evm.model.scaffold06182.2
OG0001678	Dcor_evm.model.hic_scaffold_9_pilon.887	Alus_evm.model.scaffold13983.2
OG0001679	Dcor_evm.model.hic_scaffold_6_pilon.1681	Alus_evm.model.scaffold03165.5
OG0001680	Dcor_evm.model.hic_scaffold_4_pilon.468	Alus_evm.model.scaffold15141.5
OG0001681	Dcor_evm.model.hic_scaffold_16_pilon.80, Dcor_evm.model.hic_scaffold_6_pilon.752	Alus_evm.model.scaffold01706.10
OG0001682	Dcor_evm.model.hic_scaffold_3_pilon.582	Alus_evm.model.scaffold10835.8
OG0001683	Dcor_evm.model.hic_scaffold_6_pilon.485, Dcor_evm.model.hic_scaffold_16_pilon.201	Alus_evm.model.scaffold00415.2
OG0001684	Dcor_evm.model.hic_scaffold_10_pilon.1306	Alus_evm.model.scaffold03047.1
OG0001686	Dcor_evm.model.hic_scaffold_8_pilon.792	Alus_evm.model.scaffold02506.1, Alus_evm.model.scaffold07048.3
OG0001687	Dcor_evm.model.hic_scaffold_6_pilon.373	Alus_evm.model.scaffold16662.3
OG0001688	Dcor_evm.model.hic_scaffold_4_pilon.1079	Alus_evm.model.scaffold14420.3
OG0001689	Dcor_evm.model.hic_scaffold_16_pilon.59, Dcor_evm.model.hic_scaffold_6_pilon.768	Alus_evm.model.scaffold10832.2
OG0001690	Dcor_evm.model.hic_scaffold_6_pilon.1385	Alus_evm.model.scaffold15245.2
OG0001691	Dcor_evm.model.hic_scaffold_7_pilon.786	Alus_evm.model.scaffold02929.2
OG0001691	Dcor_evm.model.hic_scaffold_7_pilon.1407	Alus_evm.model.scaffold00960.2
OG0001692	Dcor_evm.model.hic_scaffold_4_pilon.542	Alus_evm.model.scaffold05037.5
OG0001693	Dcor_evm.model.hic_scaffold_6_pilon.1297	Alus_evm.model.scaffold00970.7
OG0001694	Dcor_evm.model.hic_scaffold_10_pilon.682	Alus_evm.model.scaffold09976.1
OG0001696	Dcor_evm.model.hic_scaffold_5_pilon.534	Alus_evm.model.scaffold12596.6
OG0001697	Dcor_evm.model.hic_scaffold_4_pilon.1370	Alus_evm.model.scaffold08620.3
