Projection_ID	confidence_level
evm.model.hic_scaffold_2_pilon.438.26923	average_confidence
evm.model.hic_scaffold_6_pilon.1771.897	partial
evm.model.hic_scaffold_5_pilon.1249.32568	partial
evm.model.hic_scaffold_5_pilon.1246.28228	partial
evm.model.hic_scaffold_5_pilon.1246.35691	partial
evm.model.hic_scaffold_9_pilon.576.6823	partial
evm.model.hic_scaffold_5_pilon.58.2808	high_confidence
evm.model.hic_scaffold_10_pilon.554.24745	partial
evm.model.hic_scaffold_10_pilon.554.17376	low_confidence
evm.model.hic_scaffold_5_pilon.59.2808	partial
evm.model.hic_scaffold_5_pilon.59.5180	average_confidence
evm.model.hic_scaffold_1_pilon.439.639	average_confidence
evm.model.hic_scaffold_5_pilon.38.35154	average_confidence
evm.model.hic_scaffold_6_pilon.803.3706	average_confidence
evm.model.hic_scaffold_3_pilon.383.12684	average_confidence
evm.model.hic_scaffold_6_pilon.613.1	high_confidence
evm.model.hic_scaffold_8_pilon.248.1164	partial
evm.model.hic_scaffold_8_pilon.248.4199	partial
evm.model.hic_scaffold_3_pilon.854.2961	average_confidence
evm.model.hic_scaffold_35_pilon.4.25782	partial
evm.model.hic_scaffold_5_pilon.161.-1	partial
evm.model.hic_scaffold_9_pilon.1735.3178	high_confidence
evm.model.hic_scaffold_7_pilon.997.19967	partial
evm.model.hic_scaffold_7_pilon.997.22179	partial
evm.model.hic_scaffold_8_pilon.551.8983	partial
evm.model.hic_scaffold_1_pilon.456.6500	average_confidence
evm.model.hic_scaffold_1_pilon.69.138	partial
evm.model.hic_scaffold_6_pilon.156.1471	average_confidence
evm.model.hic_scaffold_10_pilon.621.1623	high_confidence
evm.model.hic_scaffold_7_pilon.583.2781	high_confidence
evm.model.hic_scaffold_2_pilon.168.5882	partial
evm.model.hic_scaffold_2_pilon.168.7288	partial
evm.model.hic_scaffold_4_pilon.672.8332	average_confidence
evm.model.hic_scaffold_4_pilon.430.30707	partial
evm.model.hic_scaffold_6_pilon.1050.2	partial
evm.model.hic_scaffold_10_pilon.1387.12830	average_confidence
evm.model.hic_scaffold_54_pilon.16.24967	partial
evm.model.hic_scaffold_5_pilon.146.2703	partial
evm.model.hic_scaffold_4_pilon.290.729	high_confidence
evm.model.hic_scaffold_6_pilon.67.1	partial
evm.model.hic_scaffold_6_pilon.67.3428	partial
evm.model.hic_scaffold_6_pilon.67.10617	partial
evm.model.hic_scaffold_16_pilon.204.7564	average_confidence
evm.model.hic_scaffold_2_pilon.295.27033	partial
evm.model.hic_scaffold_42_pilon.18.536	partial
evm.model.hic_scaffold_5_pilon.772.6627	high_confidence
evm.model.hic_scaffold_5_pilon.772.26339	average_confidence
evm.model.hic_scaffold_10_pilon.538.10528	average_confidence
evm.model.hic_scaffold_10_pilon.538.27506	partial
evm.model.hic_scaffold_6_pilon.228.1	partial
evm.model.hic_scaffold_4_pilon.57.195	average_confidence
evm.model.hic_scaffold_3_pilon.762.427	partial
evm.model.hic_scaffold_7_pilon.656.4592	partial
evm.model.hic_scaffold_7_pilon.656.13010	average_confidence
evm.model.hic_scaffold_10_pilon.605.2092	partial
evm.model.hic_scaffold_39_pilon.1.9866	partial
evm.model.hic_scaffold_39_pilon.1.17863	partial
evm.model.hic_scaffold_14_pilon.99.13750	partial
evm.model.hic_scaffold_6_pilon.696.2616	partial
evm.model.hic_scaffold_6_pilon.696.18814	partial
evm.model.hic_scaffold_1_pilon.962.230	average_confidence
evm.model.hic_scaffold_9_pilon.1173.600	partial
evm.model.hic_scaffold_9_pilon.1173.6362	partial
evm.model.hic_scaffold_9_pilon.1173.25041	partial
evm.model.hic_scaffold_4_pilon.47.3439	partial
evm.model.hic_scaffold_9_pilon.137.1027	average_confidence
evm.model.hic_scaffold_1_pilon.524.83	average_confidence
evm.model.hic_scaffold_5_pilon.155.1168	partial
evm.model.hic_scaffold_5_pilon.155.2442	partial
evm.model.hic_scaffold_5_pilon.155.7048	partial
evm.model.hic_scaffold_9_pilon.1127.2400	partial
evm.model.hic_scaffold_9_pilon.1127.8747	average_confidence
evm.model.hic_scaffold_6_pilon.1571.3253	partial
evm.model.hic_scaffold_6_pilon.1571.13735	partial
evm.model.hic_scaffold_6_pilon.515.2253	partial
evm.model.hic_scaffold_8_pilon.840.11868	average_confidence
evm.model.hic_scaffold_7_pilon.1021.4282	high_confidence
evm.model.hic_scaffold_6_pilon.108.1308	partial
evm.model.hic_scaffold_4_pilon.92.2595	average_confidence
evm.model.hic_scaffold_4_pilon.92.6458	average_confidence
evm.model.hic_scaffold_4_pilon.92.8032	partial
evm.model.hic_scaffold_4_pilon.92.12090	average_confidence
evm.model.hic_scaffold_4_pilon.92.14210	partial
evm.model.hic_scaffold_4_pilon.1372.5095	average_confidence
evm.model.hic_scaffold_10_pilon.762.40	partial
evm.model.hic_scaffold_3_pilon.869.-1	partial
evm.model.hic_scaffold_4_pilon.676.4014	average_confidence
evm.model.hic_scaffold_6_pilon.1105.1125	high_confidence
evm.model.hic_scaffold_6_pilon.1105.23786	partial
evm.model.hic_scaffold_2_pilon.681.34397	partial
evm.model.hic_scaffold_7_pilon.403.4621	average_confidence
evm.model.hic_scaffold_7_pilon.310.23	average_confidence
evm.model.hic_scaffold_7_pilon.310.4267	partial
evm.model.hic_scaffold_25_pilon.36.3417	partial
evm.model.hic_scaffold_25_pilon.36.8969	average_confidence
evm.model.hic_scaffold_7_pilon.746.-1	partial
evm.model.hic_scaffold_3_pilon.247.19465	average_confidence
evm.model.hic_scaffold_9_pilon.808.5	average_confidence
evm.model.hic_scaffold_9_pilon.550.6823	partial
evm.model.hic_scaffold_9_pilon.550.12883	partial
evm.model.hic_scaffold_9_pilon.550.14725	partial
evm.model.hic_scaffold_8_pilon.444.2009	partial
evm.model.hic_scaffold_8_pilon.444.5161	partial
evm.model.hic_scaffold_15_pilon.76.30800	average_confidence
evm.model.hic_scaffold_7_pilon.805.1413	average_confidence
evm.model.hic_scaffold_7_pilon.805.20705	partial
evm.model.hic_scaffold_7_pilon.805.32738	partial
evm.model.hic_scaffold_6_pilon.1728.1432	average_confidence
evm.model.hic_scaffold_6_pilon.638.4174	high_confidence
evm.model.hic_scaffold_3_pilon.666.8280	partial
evm.model.hic_scaffold_7_pilon.844.4165	average_confidence
evm.model.hic_scaffold_8_pilon.960.2181	partial
evm.model.hic_scaffold_8_pilon.960.34595	partial
evm.model.hic_scaffold_8_pilon.960.35983	partial
evm.model.hic_scaffold_7_pilon.788.2270	partial
evm.model.hic_scaffold_2_pilon.583.8537	average_confidence
evm.model.hic_scaffold_12_pilon.8.22039	average_confidence
evm.model.hic_scaffold_6_pilon.847.14670	average_confidence
evm.model.hic_scaffold_7_pilon.929.889	partial
evm.model.hic_scaffold_7_pilon.298.10883	partial
evm.model.hic_scaffold_10_pilon.198.696	partial
evm.model.hic_scaffold_7_pilon.384.35901	partial
evm.model.hic_scaffold_15_pilon.90.14681	partial
evm.model.hic_scaffold_7_pilon.859.6974	average_confidence
evm.model.hic_scaffold_13_pilon.53.9810	average_confidence
evm.model.hic_scaffold_5_pilon.176.2282	average_confidence
evm.model.hic_scaffold_9_pilon.1658.-1	partial
evm.model.hic_scaffold_4_pilon.280.351	partial
evm.model.hic_scaffold_10_pilon.970.-1	average_confidence
evm.model.hic_scaffold_8_pilon.498.16885	partial
evm.model.hic_scaffold_8_pilon.498.17127	partial
evm.model.hic_scaffold_8_pilon.498.24583	partial
evm.model.hic_scaffold_4_pilon.947.7663	partial
evm.model.hic_scaffold_4_pilon.947.15023	average_confidence
evm.model.hic_scaffold_4_pilon.947.17241	partial
evm.model.hic_scaffold_1_pilon.622.2628	average_confidence
evm.model.hic_scaffold_4_pilon.312.8604	partial
evm.model.hic_scaffold_7_pilon.433.2312	partial
evm.model.hic_scaffold_7_pilon.1378.-1	average_confidence
evm.model.hic_scaffold_7_pilon.1113.5083	partial
evm.model.hic_scaffold_7_pilon.893.781	partial
evm.model.hic_scaffold_7_pilon.893.6872	partial
evm.model.hic_scaffold_6_pilon.1330.2	partial
evm.model.hic_scaffold_6_pilon.1330.6146	partial
evm.model.hic_scaffold_6_pilon.1330.516	partial
evm.model.hic_scaffold_1_pilon.568.2107	partial
evm.model.hic_scaffold_7_pilon.460.2312	partial
evm.model.hic_scaffold_5_pilon.809.4024	average_confidence
evm.model.hic_scaffold_5_pilon.906.7867	average_confidence
evm.model.hic_scaffold_10_pilon.193.696	partial
evm.model.hic_scaffold_10_pilon.193.14244	partial
evm.model.hic_scaffold_13_pilon.89.5108	partial
evm.model.hic_scaffold_1_pilon.309.160	average_confidence
evm.model.hic_scaffold_6_pilon.495.-1	average_confidence
evm.model.hic_scaffold_6_pilon.121.8299	average_confidence
evm.model.hic_scaffold_6_pilon.121.5365	average_confidence
evm.model.hic_scaffold_9_pilon.890.405	average_confidence
evm.model.hic_scaffold_3_pilon.636.5980	average_confidence
evm.model.hic_scaffold_3_pilon.636.21094	average_confidence
evm.model.hic_scaffold_3_pilon.984.17039	partial
evm.model.hic_scaffold_9_pilon.173.8033	partial
evm.model.hic_scaffold_9_pilon.173.18789	partial
evm.model.hic_scaffold_9_pilon.173.21924	partial
evm.model.hic_scaffold_9_pilon.173.23840	partial
evm.model.hic_scaffold_3_pilon.192.23069	partial
evm.model.hic_scaffold_7_pilon.468.2312	partial
evm.model.hic_scaffold_7_pilon.468.7887	partial
evm.model.hic_scaffold_7_pilon.468.13805	partial
evm.model.hic_scaffold_9_pilon.155.2211	average_confidence
evm.model.hic_scaffold_9_pilon.155.6618	average_confidence
evm.model.hic_scaffold_6_pilon.1664.3636	partial
evm.model.hic_scaffold_1_pilon.1085.11730	partial
evm.model.hic_scaffold_7_pilon.81.1845	average_confidence
evm.model.hic_scaffold_10_pilon.754.3686	average_confidence
evm.model.hic_scaffold_6_pilon.17.1680	high_confidence
evm.model.hic_scaffold_5_pilon.727.7291	high_confidence
evm.model.hic_scaffold_10_pilon.1077.4919	partial
evm.model.hic_scaffold_5_pilon.514.6109	partial
evm.model.hic_scaffold_7_pilon.471.2312	partial
evm.model.hic_scaffold_9_pilon.430.-1	partial
evm.model.hic_scaffold_8_pilon.917.222	partial
evm.model.hic_scaffold_8_pilon.917.2127	partial
evm.model.hic_scaffold_2_pilon.469.14630	partial
evm.model.hic_scaffold_12_pilon.16.404	average_confidence
evm.model.hic_scaffold_8_pilon.508.1523	partial
evm.model.hic_scaffold_3_pilon.8.2517	partial
evm.model.hic_scaffold_3_pilon.8.13511	partial
evm.model.hic_scaffold_3_pilon.8.15462	partial
evm.model.hic_scaffold_3_pilon.8.28172	partial
evm.model.hic_scaffold_3_pilon.8.2405	partial
evm.model.hic_scaffold_3_pilon.8.5421	partial
evm.model.hic_scaffold_3_pilon.8.6183	partial
evm.model.hic_scaffold_3_pilon.8.10451	partial
evm.model.hic_scaffold_3_pilon.8.11638	partial
evm.model.hic_scaffold_3_pilon.8.13777	partial
evm.model.hic_scaffold_3_pilon.8.15041	partial
evm.model.hic_scaffold_3_pilon.8.16863	partial
evm.model.hic_scaffold_3_pilon.8.22441	partial
evm.model.hic_scaffold_3_pilon.8.25483	partial
evm.model.hic_scaffold_3_pilon.8.26786	partial
evm.model.hic_scaffold_3_pilon.8.32525	partial
evm.model.hic_scaffold_3_pilon.8.37440	partial
evm.model.hic_scaffold_4_pilon.198.29100	partial
evm.model.hic_scaffold_4_pilon.198.35159	average_confidence
evm.model.hic_scaffold_6_pilon.844.9229	partial
evm.model.hic_scaffold_3_pilon.1225.19578	partial
evm.model.hic_scaffold_3_pilon.1225.3098	partial
evm.model.hic_scaffold_3_pilon.1225.15195	partial
evm.model.hic_scaffold_3_pilon.1364.-1	partial
evm.model.hic_scaffold_21_pilon.6.32803	partial
evm.model.hic_scaffold_21_pilon.6.34421	partial
evm.model.hic_scaffold_3_pilon.129.4626	partial
evm.model.hic_scaffold_3_pilon.17.21128	partial
evm.model.hic_scaffold_10_pilon.571.6072	average_confidence
evm.model.hic_scaffold_2_pilon.577.3141	partial
evm.model.hic_scaffold_8_pilon.192.2220	partial
evm.model.hic_scaffold_4_pilon.392.-1	average_confidence
evm.model.WTDall_ctg885.3.953	average_confidence
evm.model.hic_scaffold_7_pilon.832.2363	average_confidence
evm.model.hic_scaffold_9_pilon.871.37	high_confidence
evm.model.hic_scaffold_5_pilon.750.19466	partial
evm.model.WTDall_ctg651.1.34104	partial
evm.model.hic_scaffold_9_pilon.425.31354	partial
evm.model.hic_scaffold_8_pilon.191.2220	average_confidence
evm.model.hic_scaffold_3_pilon.1420.4976	partial
evm.model.hic_scaffold_7_pilon.469.2312	partial
evm.model.hic_scaffold_7_pilon.469.7887	partial
evm.model.hic_scaffold_5_pilon.452.24264	partial
evm.model.hic_scaffold_5_pilon.452.25599	average_confidence
evm.model.hic_scaffold_5_pilon.452.26974	partial
evm.model.hic_scaffold_5_pilon.452.36432	partial
evm.model.hic_scaffold_8_pilon.292.-1	partial
evm.model.hic_scaffold_5_pilon.125.9598	partial
evm.model.hic_scaffold_9_pilon.1138.25422	partial
evm.model.hic_scaffold_6_pilon.1691.2425	average_confidence
evm.model.hic_scaffold_5_pilon.387.12149	average_confidence
evm.model.hic_scaffold_1_pilon.858.68	high_confidence
evm.model.hic_scaffold_2_pilon.478.13722	partial
evm.model.hic_scaffold_8_pilon.189.6885	partial
evm.model.hic_scaffold_3_pilon.141.8620	high_confidence
evm.model.hic_scaffold_9_pilon.543.3707	high_confidence
evm.model.hic_scaffold_9_pilon.1381.9636	average_confidence
evm.model.hic_scaffold_9_pilon.1065.3688	high_confidence
evm.model.hic_scaffold_4_pilon.1154.21	high_confidence
evm.model.hic_scaffold_13_pilon.94.5108	partial
evm.model.hic_scaffold_1_pilon.1050.10	partial
evm.model.hic_scaffold_16_pilon.86.7485	average_confidence
evm.model.hic_scaffold_16_pilon.86.36821	partial
evm.model.hic_scaffold_10_pilon.640.2123	partial
evm.model.hic_scaffold_1_pilon.219.697	low_confidence
evm.model.hic_scaffold_6_pilon.212.-1	partial
evm.model.hic_scaffold_13_pilon.3.252	partial
evm.model.hic_scaffold_9_pilon.650.-1	partial
evm.model.hic_scaffold_10_pilon.166.10361	partial
evm.model.hic_scaffold_10_pilon.166.8939	average_confidence
evm.model.hic_scaffold_10_pilon.166.9212	average_confidence
evm.model.hic_scaffold_10_pilon.166.11818	partial
evm.model.hic_scaffold_8_pilon.360.5990	partial
evm.model.hic_scaffold_8_pilon.360.15032	partial
evm.model.hic_scaffold_8_pilon.360.17633	partial
evm.model.hic_scaffold_10_pilon.848.-1	partial
evm.model.hic_scaffold_2_pilon.179.1244	high_confidence
evm.model.hic_scaffold_2_pilon.179.33244	partial
evm.model.hic_scaffold_10_pilon.706.40	partial
evm.model.contig_97_pilon.3.18054	partial
evm.model.hic_scaffold_2_pilon.480.35908	partial
evm.model.hic_scaffold_6_pilon.1362.606	partial
evm.model.hic_scaffold_7_pilon.966.-1	partial
evm.model.WTDall_ctg8914.1.25358	partial
evm.model.WTDall_ctg8914.1.25900	partial
evm.model.WTDall_ctg8914.1.28737	partial
evm.model.hic_scaffold_6_pilon.315.1105	high_confidence
evm.model.hic_scaffold_5_pilon.341.20	high_confidence
evm.model.hic_scaffold_6_pilon.216.725	high_confidence
evm.model.hic_scaffold_7_pilon.1488.15289	partial
evm.model.hic_scaffold_5_pilon.193.898	partial
evm.model.hic_scaffold_10_pilon.1365.3190	partial
evm.model.hic_scaffold_30_pilon.9.23375	partial
evm.model.hic_scaffold_10_pilon.377.7986	average_confidence
evm.model.hic_scaffold_3_pilon.356.16385	partial
evm.model.hic_scaffold_5_pilon.518.2058	partial
evm.model.hic_scaffold_4_pilon.81.4349	partial
evm.model.hic_scaffold_3_pilon.1408.3779	partial
evm.model.hic_scaffold_7_pilon.525.29558	partial
evm.model.hic_scaffold_7_pilon.573.14629	high_confidence
evm.model.hic_scaffold_1_pilon.863.68	average_confidence
evm.model.hic_scaffold_3_pilon.251.4636	partial
evm.model.hic_scaffold_6_pilon.1098.534	partial
evm.model.hic_scaffold_9_pilon.1167.5596	average_confidence
evm.model.hic_scaffold_2_pilon.734.10751	partial
evm.model.hic_scaffold_2_pilon.734.32667	partial
evm.model.hic_scaffold_6_pilon.1702.4566	average_confidence
evm.model.hic_scaffold_31_pilon.3.35603	partial
evm.model.hic_scaffold_6_pilon.1830.5001	high_confidence
evm.model.hic_scaffold_8_pilon.726.2299	average_confidence
evm.model.hic_scaffold_3_pilon.210.11048	partial
evm.model.hic_scaffold_3_pilon.1224.8854	partial
evm.model.hic_scaffold_5_pilon.322.2875	average_confidence
evm.model.hic_scaffold_13_pilon.140.10822	partial
evm.model.hic_scaffold_2_pilon.710.8401	partial
evm.model.hic_scaffold_4_pilon.567.3895	average_confidence
evm.model.hic_scaffold_10_pilon.1237.34596	average_confidence
evm.model.hic_scaffold_3_pilon.396.7356	average_confidence
evm.model.hic_scaffold_6_pilon.1219.2	partial
evm.model.hic_scaffold_3_pilon.51.946	partial
evm.model.hic_scaffold_43_pilon.3.11747	partial
evm.model.hic_scaffold_43_pilon.3.13785	partial
evm.model.hic_scaffold_15_pilon.100.-1	average_confidence
evm.model.hic_scaffold_5_pilon.136.5442	partial
evm.model.hic_scaffold_6_pilon.1461.938	high_confidence
evm.model.hic_scaffold_9_pilon.127.1560	partial
evm.model.hic_scaffold_1_pilon.980.-1	average_confidence
evm.model.hic_scaffold_10_pilon.588.6601	partial
evm.model.hic_scaffold_3_pilon.231.-1	average_confidence
evm.model.hic_scaffold_9_pilon.1274.31098	partial
evm.model.hic_scaffold_9_pilon.1274.36604	partial
evm.model.hic_scaffold_3_pilon.768.13633	average_confidence
evm.model.hic_scaffold_7_pilon.478.23	partial
evm.model.hic_scaffold_4_pilon.1119.14471	partial
evm.model.hic_scaffold_4_pilon.1119.3737	average_confidence
evm.model.hic_scaffold_4_pilon.1119.36226	partial
evm.model.hic_scaffold_7_pilon.46.9161	partial
evm.model.hic_scaffold_4_pilon.595.6373	partial
evm.model.hic_scaffold_4_pilon.595.10364	partial
evm.model.hic_scaffold_4_pilon.595.13249	average_confidence
evm.model.hic_scaffold_8_pilon.598.2021	partial
evm.model.hic_scaffold_6_pilon.1619.584	average_confidence
evm.model.hic_scaffold_11_pilon.15.6849	average_confidence
evm.model.hic_scaffold_5_pilon.86.6608	average_confidence
evm.model.hic_scaffold_10_pilon.121.5124	partial
evm.model.hic_scaffold_6_pilon.913.1702	high_confidence
evm.model.hic_scaffold_6_pilon.913.20201	partial
evm.model.hic_scaffold_2_pilon.676.22035	partial
evm.model.hic_scaffold_3_pilon.347.15772	partial
evm.model.hic_scaffold_3_pilon.347.16082	average_confidence
evm.model.hic_scaffold_3_pilon.347.21667	average_confidence
evm.model.hic_scaffold_3_pilon.347.36926	partial
evm.model.hic_scaffold_9_pilon.686.232	partial
evm.model.hic_scaffold_9_pilon.318.11813	partial
evm.model.hic_scaffold_9_pilon.318.13470	partial
evm.model.hic_scaffold_9_pilon.318.15284	partial
evm.model.hic_scaffold_9_pilon.318.17861	partial
evm.model.hic_scaffold_9_pilon.318.20390	partial
evm.model.hic_scaffold_2_pilon.427.21766	partial
evm.model.hic_scaffold_16_pilon.90.2705	average_confidence
evm.model.hic_scaffold_8_pilon.694.1820	average_confidence
evm.model.hic_scaffold_5_pilon.530.10202	partial
evm.model.hic_scaffold_3_pilon.1482.400	partial
evm.model.hic_scaffold_3_pilon.1482.14516	partial
evm.model.hic_scaffold_2_pilon.275.13331	average_confidence
evm.model.hic_scaffold_2_pilon.712.14274	partial
evm.model.hic_scaffold_6_pilon.876.767	partial
evm.model.hic_scaffold_5_pilon.669.1222	average_confidence
evm.model.hic_scaffold_9_pilon.226.2326	average_confidence
evm.model.hic_scaffold_5_pilon.763.2744	average_confidence
evm.model.hic_scaffold_1_pilon.333.5073	high_confidence
evm.model.hic_scaffold_10_pilon.940.5220	partial
evm.model.hic_scaffold_9_pilon.1259.11625	partial
evm.model.hic_scaffold_6_pilon.1607.28996	average_confidence
evm.model.hic_scaffold_10_pilon.40.586	average_confidence
evm.model.hic_scaffold_9_pilon.1522.10912	partial
evm.model.WTDall_ctg6014.3.22169	partial
evm.model.hic_scaffold_2_pilon.450.3606	partial
evm.model.hic_scaffold_51_pilon.27.6908	average_confidence
evm.model.hic_scaffold_1_pilon.515.30	average_confidence
evm.model.hic_scaffold_5_pilon.1452.-1	partial
evm.model.hic_scaffold_10_pilon.407.2180	average_confidence
evm.model.hic_scaffold_5_pilon.892.3882	average_confidence
evm.model.hic_scaffold_5_pilon.239.-1	partial
evm.model.hic_scaffold_33_pilon.6.5055	average_confidence
evm.model.hic_scaffold_10_pilon.79.10991	average_confidence
evm.model.hic_scaffold_5_pilon.1193.909	partial
evm.model.hic_scaffold_5_pilon.1193.2815	partial
evm.model.hic_scaffold_21_pilon.31.16227	partial
evm.model.hic_scaffold_21_pilon.31.30928	partial
evm.model.hic_scaffold_21_pilon.31.32166	partial
evm.model.hic_scaffold_21_pilon.31.32730	partial
evm.model.hic_scaffold_21_pilon.31.32977	partial
evm.model.hic_scaffold_21_pilon.31.33708	partial
evm.model.hic_scaffold_21_pilon.31.35640	partial
evm.model.hic_scaffold_21_pilon.31.35743	partial
evm.model.hic_scaffold_7_pilon.172.10058	partial
evm.model.hic_scaffold_2_pilon.96.2437	partial
evm.model.hic_scaffold_5_pilon.1145.1502	high_confidence
evm.model.hic_scaffold_7_pilon.1506.326	average_confidence
evm.model.hic_scaffold_3_pilon.255.5775	average_confidence
evm.model.hic_scaffold_3_pilon.255.9453	partial
evm.model.hic_scaffold_3_pilon.255.9833	partial
evm.model.hic_scaffold_3_pilon.255.10641	partial
evm.model.hic_scaffold_3_pilon.255.11461	partial
evm.model.hic_scaffold_3_pilon.255.11728	partial
evm.model.hic_scaffold_3_pilon.255.11777	partial
evm.model.hic_scaffold_3_pilon.255.12495	partial
evm.model.hic_scaffold_3_pilon.255.17395	partial
evm.model.hic_scaffold_3_pilon.255.18569	partial
evm.model.hic_scaffold_3_pilon.255.18874	partial
evm.model.hic_scaffold_3_pilon.255.18893	partial
evm.model.hic_scaffold_3_pilon.255.19205	partial
evm.model.hic_scaffold_3_pilon.255.19645	partial
evm.model.hic_scaffold_3_pilon.255.20955	average_confidence
evm.model.hic_scaffold_6_pilon.1697.28559	partial
evm.model.hic_scaffold_6_pilon.1697.9026	average_confidence
evm.model.hic_scaffold_6_pilon.1697.12776	average_confidence
evm.model.hic_scaffold_6_pilon.1697.14477	average_confidence
evm.model.hic_scaffold_5_pilon.1268.6439	partial
evm.model.hic_scaffold_8_pilon.645.4141	high_confidence
evm.model.hic_scaffold_4_pilon.1109.-1	average_confidence
evm.model.hic_scaffold_9_pilon.1219.6857	partial
evm.model.hic_scaffold_3_pilon.1447.9951	average_confidence
evm.model.hic_scaffold_3_pilon.492.5907	partial
evm.model.hic_scaffold_1_pilon.70.426	high_confidence
evm.model.hic_scaffold_3_pilon.526.-1	average_confidence
evm.model.hic_scaffold_4_pilon.1104.1083	high_confidence
evm.model.hic_scaffold_5_pilon.342.1991	average_confidence
evm.model.hic_scaffold_9_pilon.1443.-1	partial
evm.model.hic_scaffold_6_pilon.1750.6795	partial
evm.model.hic_scaffold_6_pilon.740.903	average_confidence
evm.model.hic_scaffold_1_pilon.319.582	average_confidence
evm.model.contig_49_pilon.1.10076	average_confidence
evm.model.hic_scaffold_1_pilon.278.1882	average_confidence
evm.model.hic_scaffold_6_pilon.1182.372	average_confidence
evm.model.hic_scaffold_5_pilon.1028.16709	partial
evm.model.hic_scaffold_16_pilon.201.1677	high_confidence
evm.model.hic_scaffold_4_pilon.679.16775	partial
evm.model.hic_scaffold_6_pilon.1485.2588	partial
evm.model.hic_scaffold_6_pilon.1485.21532	partial
evm.model.hic_scaffold_1_pilon.24.596	average_confidence
evm.model.hic_scaffold_8_pilon.390.4917	partial
evm.model.hic_scaffold_8_pilon.390.23666	partial
evm.model.hic_scaffold_9_pilon.682.232	partial
evm.model.hic_scaffold_3_pilon.983.20423	average_confidence
evm.model.hic_scaffold_7_pilon.727.3022	high_confidence
evm.model.hic_scaffold_6_pilon.1520.481	average_confidence
evm.model.hic_scaffold_9_pilon.159.2775	average_confidence
evm.model.hic_scaffold_9_pilon.124.33994	partial
evm.model.hic_scaffold_9_pilon.1878.1195	partial
evm.model.hic_scaffold_6_pilon.1670.8775	partial
evm.model.hic_scaffold_3_pilon.1270.1270	partial
evm.model.hic_scaffold_6_pilon.1813.1543	partial
evm.model.hic_scaffold_6_pilon.1813.18992	partial
evm.model.hic_scaffold_10_pilon.1056.40	partial
evm.model.hic_scaffold_8_pilon.956.36415	partial
evm.model.WTDall_ctg885.1.953	average_confidence
evm.model.hic_scaffold_6_pilon.604.-1	partial
evm.model.hic_scaffold_7_pilon.1304.-1	partial
evm.model.hic_scaffold_3_pilon.929.1652	average_confidence
evm.model.hic_scaffold_3_pilon.929.15260	partial
evm.model.hic_scaffold_3_pilon.929.27513	partial
evm.model.hic_scaffold_3_pilon.929.27608	partial
evm.model.hic_scaffold_3_pilon.929.30480	partial
evm.model.hic_scaffold_3_pilon.929.31161	partial
evm.model.hic_scaffold_3_pilon.929.33254	partial
evm.model.hic_scaffold_3_pilon.929.35257	partial
evm.model.hic_scaffold_3_pilon.929.36369	partial
evm.model.hic_scaffold_10_pilon.1359.2804	high_confidence
evm.model.hic_scaffold_10_pilon.617.-1	partial
evm.model.hic_scaffold_10_pilon.895.12605	partial
evm.model.hic_scaffold_10_pilon.895.13090	partial
evm.model.hic_scaffold_10_pilon.895.27266	partial
evm.model.hic_scaffold_10_pilon.895.29414	partial
evm.model.hic_scaffold_10_pilon.895.30342	partial
evm.model.hic_scaffold_10_pilon.895.31042	partial
evm.model.hic_scaffold_10_pilon.209.6757	partial
evm.model.hic_scaffold_10_pilon.209.13155	partial
evm.model.hic_scaffold_10_pilon.209.24230	partial
evm.model.hic_scaffold_10_pilon.209.31493	partial
evm.model.hic_scaffold_7_pilon.217.23	partial
evm.model.hic_scaffold_6_pilon.1762.1769	average_confidence
evm.model.hic_scaffold_5_pilon.1432.348	average_confidence
evm.model.hic_scaffold_9_pilon.717.5114	high_confidence
evm.model.hic_scaffold_10_pilon.1079.4919	partial
evm.model.hic_scaffold_5_pilon.846.3841	high_confidence
evm.model.hic_scaffold_9_pilon.1463.9715	partial
evm.model.hic_scaffold_9_pilon.1463.12624	partial
evm.model.hic_scaffold_9_pilon.1463.21889	partial
evm.model.hic_scaffold_53_pilon.5.8318	partial
evm.model.hic_scaffold_53_pilon.5.9110	average_confidence
evm.model.hic_scaffold_45_pilon.25.24319	average_confidence
evm.model.hic_scaffold_5_pilon.706.2945	average_confidence
evm.model.hic_scaffold_45_pilon.1.28401	average_confidence
evm.model.hic_scaffold_45_pilon.1.37092	average_confidence
evm.model.hic_scaffold_8_pilon.380.14381	average_confidence
evm.model.hic_scaffold_8_pilon.380.24825	partial
evm.model.hic_scaffold_8_pilon.380.24907	partial
evm.model.hic_scaffold_8_pilon.380.26515	partial
evm.model.hic_scaffold_8_pilon.380.27383	partial
evm.model.hic_scaffold_6_pilon.1491.2588	partial
evm.model.hic_scaffold_1_pilon.518.30	average_confidence
evm.model.hic_scaffold_16_pilon.12.1464	average_confidence
evm.model.hic_scaffold_7_pilon.941.2059	average_confidence
evm.model.hic_scaffold_9_pilon.1724.4143	high_confidence
evm.model.hic_scaffold_5_pilon.592.5691	average_confidence
evm.model.hic_scaffold_15_pilon.60.3404	partial
evm.model.hic_scaffold_8_pilon.701.1301	average_confidence
evm.model.hic_scaffold_3_pilon.495.-1	partial
evm.model.hic_scaffold_9_pilon.1659.3786	partial
evm.model.hic_scaffold_9_pilon.1659.9972	partial
evm.model.hic_scaffold_9_pilon.1659.11218	partial
