Geneid	Length	MA	FA	brain	larvae	pupae	MW	FW	control_1_rep1	control_1_rep2	control_2_rep1	control_2_rep2	control_3_rep1	control_3_rep2	gland_1_rep1	gland_1_rep2	gland_2_rep1	gland_2_rep2	gland_3_rep1	gland_3_rep2
Dcor_evm.model.hic_scaffold_2_pilon.490	546	175	314	1380	1079	3705	1521	5236	262	237	216	223	192	201	222	191	221	163	248	198
Dcor_evm.model.hic_scaffold_2_pilon.491	4773	126	34	1111	772	1422	505	5280	703	615	206	385	549	538	746	659	576	544	613	255
Dcor_evm.model.hic_scaffold_2_pilon.492	2040	232	44	1276	2396	5984	5562	2812	632	566	405	520	540	639	782	747	718	600	754	521
Dcor_evm.model.hic_scaffold_2_pilon.493	2403	66	0	215	479	1751	210	1749	96	97	70	69	92	100	133	129	108	101	108	49
Dcor_evm.model.hic_scaffold_2_pilon.494	3237	18	24	350	1151	4201	742	2501	167	186	118	157	152	139	193	174	183	163	177	125
Dcor_evm.model.hic_scaffold_2_pilon.495	1245	165	56	274	1423	2009	1302	3176	521	538	400	490	431	456	606	569	570	519	553	389
Dcor_evm.model.hic_scaffold_2_pilon.496	1608	1386	721	366	1732	1236	157	2710	661	618	465	524	511	531	1004	973	873	786	896	448
Dcor_evm.model.hic_scaffold_2_pilon.497	1434	956	700	6973	30905	9033	6282	50578	17741	16409	13946	16940	14705	17055	15672	14786	14994	13992	14330	11980
Dcor_evm.model.hic_scaffold_2_pilon.498	534	416	1660	3842	1223	3135	2064	4086	283	312	341	316	273	286	411	372	397	312	375	390
Dcor_evm.model.hic_scaffold_2_pilon.499	1734	49	60	566	415	1246	479	533	52	72	35	53	53	27	61	66	68	55	67	32
Dcor_evm.model.hic_scaffold_2_pilon.500	309	156	160	452	356	1201	488	513	123	126	116	149	113	106	129	101	118	96	131	123
Dcor_evm.model.hic_scaffold_2_pilon.501	2856	322	90	1183	1313	943	611	8200	1224	1124	684	986	1010	1125	1413	1267	1176	1219	1254	609
Dcor_evm.model.hic_scaffold_2_pilon.502	1317	0	0	20	10	10	8	17	2	0	0	0	1	0	1	0	3	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.503	684	392	135	1361	3989	1505	1222	23171	2003	1914	2359	2466	1859	2140	2220	2203	2506	2057	2077	1973
Dcor_evm.model.hic_scaffold_2_pilon.504	1080	0	0	22	627	28	73	527	112	108	70	105	85	100	42	41	57	60	49	26
Dcor_evm.model.hic_scaffold_2_pilon.505	2055	10	0	762	217	489	36	945	69	81	26	34	66	79	99	79	81	86	71	34
Dcor_evm.model.hic_scaffold_2_pilon.506	1854	208	118	815	3047	10175	3359	3291	816	772	700	693	643	705	766	699	727	656	681	557
Dcor_evm.model.hic_scaffold_2_pilon.507	1044	91	76	904	379	1715	546	648	33	38	20	36	26	33	43	46	52	29	58	33
Dcor_evm.model.hic_scaffold_2_pilon.508	1578	160	198	6346	3513	2047	9317	7314	294	298	181	226	224	209	390	417	386	307	403	217
Dcor_evm.model.hic_scaffold_2_pilon.509	1473	416	75	1202	1161	383	314	7598	1075	1051	577	820	845	879	1477	1289	1048	1084	1183	603
Dcor_evm.model.hic_scaffold_2_pilon.510	1437	199	60	469	833	381	562	5737	1417	1252	712	1028	1110	1394	1920	1754	1381	1275	1503	751
Dcor_evm.model.hic_scaffold_2_pilon.511	3735	477	222	1461	3024	6044	1186	5642	1184	1154	794	956	1053	1045	1439	1356	1392	1265	1397	790
Dcor_evm.model.hic_scaffold_2_pilon.512	636	24	2	337	407	809	727	615	81	82	50	70	59	80	77	72	63	56	61	46
Dcor_evm.model.hic_scaffold_2_pilon.513	2853	65	184	1092	3819	7801	4749	5734	1344	1312	922	968	1092	1081	1426	1261	1186	1000	1227	902
Dcor_evm.model.hic_scaffold_2_pilon.514	957	24	2	3	30	86	5	76	23	17	15	20	23	33	21	22	14	23	14	30
Dcor_evm.model.hic_scaffold_2_pilon.515	477	8	2	6	12	8	1863	30	10	8	8	13	64	661	8	7	5	6	8	8
Dcor_evm.model.hic_scaffold_2_pilon.516	513	280	192	279	22	5	3229	176	38	37	38	30	159	1006	40	38	35	36	45	40
Dcor_evm.model.hic_scaffold_2_pilon.517	987	20	20	617	25	2	1377	394	325	318	242	296	287	255	477	457	338	301	403	289
Dcor_evm.model.hic_scaffold_2_pilon.518	2796	32	9	28	104	4312	198	1941	723	680	464	511	605	734	319	354	395	348	395	414
Dcor_evm.model.hic_scaffold_2_pilon.519	1725	230	231	826	2221	2182	1346	5395	521	527	366	415	411	486	576	496	445	464	447	298
Dcor_evm.model.hic_scaffold_2_pilon.520	588	510	402	1121	5208	4409	6465	6423	1262	1297	1371	1421	1152	1256	1596	1554	1401	1256	1392	1788
Dcor_evm.model.hic_scaffold_2_pilon.521	4029	258	80	12613	2267	1609	1381	6305	367	330	275	352	249	112	291	254	183	150	222	133
Dcor_evm.model.hic_scaffold_2_pilon.522	1026	138	114	1109	813	2902	1150	2365	241	219	157	200	190	228	307	327	285	247	291	221
Dcor_evm.model.hic_scaffold_2_pilon.523	4077	360	208	2231	2481	1199	703	7918	1598	1610	898	1242	1266	1325	1905	1747	1559	1441	1621	903
Dcor_evm.model.hic_scaffold_2_pilon.524	1353	1897	1743	1613	4984	7920	5539	5602	3676	3388	2821	3051	2973	2830	3929	3805	3761	3279	3763	2421
Dcor_evm.model.hic_scaffold_2_pilon.525	3906	408	54	517	3477	1698	552	8294	1358	1293	745	949	1159	1031	2886	2931	2649	2282	2827	1928
Dcor_evm.model.hic_scaffold_2_pilon.526	1005	100	104	603	943	1590	1105	3232	966	967	708	778	825	993	1222	1057	909	866	984	702
Dcor_evm.model.hic_scaffold_2_pilon.527	648	440	450	3905	5483	3253	11218	10624	3208	2758	3393	3475	2876	2873	2836	2728	2680	2473	2792	3295
Dcor_evm.model.hic_scaffold_2_pilon.528	825	116	76	574	490	1145	1468	1639	108	97	73	115	98	95	126	126	120	104	138	100
Dcor_evm.model.hic_scaffold_2_pilon.529	261	0	2	2	4	1	0	14	1	2	1	1	1	4	3	0	0	1	1	0
Dcor_evm.model.hic_scaffold_2_pilon.530	2352	98	274	509	315	224	289	13711	0	0	4	0	2	1	1	0	1	1	0	0
Dcor_evm.model.hic_scaffold_2_pilon.531	4044	1	3	31	36	14	7	2607	1	1	0	2	1	0	0	2	2	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.532	909	3	3	16	37	7	11	1168	0	0	0	1	0	2	1	0	0	0	1	0
Dcor_evm.model.hic_scaffold_2_pilon.533	762	0	0	1	9	10	21	130	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.534	1359	2	0	6	23	34	12	309	0	0	0	0	1	1	0	0	1	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.535	3480	24	3	100	39	47	13	1131	23	19	1	0	4	1	21	29	26	23	1	13
Dcor_evm.model.hic_scaffold_2_pilon.536	330	0	0	5	4	0	4	21	0	0	0	0	1	0	0	2	0	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.537	2043	17	2	35	74	169	35	176	3	3	1	4	4	3	5	3	2	6	2	0
Dcor_evm.model.hic_scaffold_2_pilon.538	1665	83	982	3496	1904	3139	4428	3513	280	243	261	296	271	294	392	440	420	363	448	316
Dcor_evm.model.hic_scaffold_2_pilon.539	1263	143	22	1137	487	797	203	1007	178	171	73	129	124	161	188	189	149	123	145	45
Dcor_evm.model.hic_scaffold_2_pilon.540	594	106	127	2250	2226	4166	3790	5575	374	401	383	363	375	368	469	429	415	348	400	281
Dcor_evm.model.hic_scaffold_2_pilon.541	3609	554	98	1872	1332	861	739	8790	1746	1555	776	1222	1229	1567	1835	1649	1575	1633	1531	703
Dcor_evm.model.hic_scaffold_2_pilon.542	894	138	94	1372	697	1534	1253	1275	229	169	150	175	159	172	303	273	231	194	260	204
Dcor_evm.model.hic_scaffold_2_pilon.543	801	5417	2081	20655	69494	50001	41582	195139	24267	22664	25801	24625	22005	24509	24133	22890	24043	20870	22611	27640
Dcor_evm.model.hic_scaffold_2_pilon.544	879	32	403	1464	188	615	506	247	22	34	29	16	31	34	41	49	36	30	43	15
Dcor_evm.model.hic_scaffold_2_pilon.545	1083	2	41	609	182	2567	325	1020	30	32	24	24	45	30	48	51	26	20	50	20
Dcor_evm.model.hic_scaffold_2_pilon.546	675	52	2	164	34	484	157	76	23	12	7	15	16	17	25	21	16	24	23	12
Dcor_evm.model.hic_scaffold_2_pilon.547	2244	1279	187	7502	6633	2020	4644	10757	6160	5878	2993	4209	4818	5537	4967	4490	3761	3710	3757	1881
Dcor_evm.model.hic_scaffold_2_pilon.548	1386	162	50	1002	3930	5235	7739	10086	1386	1345	985	1177	1135	1472	1689	1608	1558	1475	1577	1042
Dcor_evm.model.hic_scaffold_2_pilon.549	1695	108	66	765	6887	302	15893	12221	756	738	441	503	604	529	303	341	342	289	332	567
Dcor_evm.model.hic_scaffold_2_pilon.550	2397	431	96	2438	4534	6987	5296	4062	1941	1945	1227	1633	1746	1510	1658	1647	1661	1411	1665	835
Dcor_evm.model.hic_scaffold_2_pilon.551	987	22	22	202	24	1591	1669	145	49	61	3	3	45	93	127	140	134	92	121	3
Dcor_evm.model.hic_scaffold_2_pilon.552	294	0	0	6	1459	9	3	117	5	3	3	0	0	4	4	5	2	2	2	0
Dcor_evm.model.hic_scaffold_2_pilon.553	876	0	0	2	0	13	0	0	31	39	31	29	32	14	46	34	34	41	25	4
Dcor_evm.model.hic_scaffold_2_pilon.554	354	8	0	0	2	1	0	3	6	10	4	4	10	4	10	8	9	6	3	1
Dcor_evm.model.hic_scaffold_2_pilon.555	762	0	0	8	16	15	20268	13	7	14	13	8	277	2641	1	0	3	4	0	4
Dcor_evm.model.hic_scaffold_2_pilon.556	2334	122	80	809	1285	2773	2067	2354	223	192	171	200	222	198	325	266	304	253	287	213
Dcor_evm.model.hic_scaffold_2_pilon.557	2181	434	296	1922	3007	8183	3264	4109	572	607	431	529	561	487	694	700	612	551	637	340
Dcor_evm.model.hic_scaffold_2_pilon.558	1095	502	162	941	3213	919	1044	10862	2928	2641	2177	2678	2389	2682	3263	3017	3113	2971	2877	2166
Dcor_evm.model.hic_scaffold_2_pilon.559	1695	28	18	158	900	3913	1304	1710	50	73	28	33	55	47	80	70	56	55	64	26
Dcor_evm.model.hic_scaffold_2_pilon.560	1221	389	190	668	3508	2232	1717	3574	458	487	294	355	399	345	681	661	627	529	629	267
Dcor_evm.model.hic_scaffold_2_pilon.561	507	238	458	1296	1031	3226	1556	3586	311	318	331	337	320	295	383	339	363	303	346	334
Dcor_evm.model.hic_scaffold_2_pilon.562	1491	54	16	804	453	4847	274	443	54	60	35	46	65	57	80	56	58	45	61	38
Dcor_evm.model.hic_scaffold_2_pilon.563	2841	98	84	1103	2054	4053	3070	2268	270	244	155	191	231	271	283	309	259	219	247	146
Dcor_evm.model.hic_scaffold_2_pilon.564	465	407	99	923	2571	715	2281	6834	1403	1319	723	1069	1111	1191	1580	1392	1304	1202	1302	734
Dcor_evm.model.hic_scaffold_2_pilon.565	1158	556	464	796	9946	16976	12434	6942	1624	1572	1554	1645	1462	1608	1870	1815	2019	1655	1869	1561
Dcor_evm.model.hic_scaffold_2_pilon.566	564	206	168	499	63	64	185	290	65	48	30	38	47	51	47	44	39	30	49	44
Dcor_evm.model.hic_scaffold_2_pilon.567	564	2226	2312	13952	7432	3220	5742	1482	951	873	839	1006	778	995	1590	1512	1359	1281	1496	2283
Dcor_evm.model.hic_scaffold_2_pilon.568	828	373	541	2247	1148	4024	2641	2172	207	206	226	192	189	207	212	198	197	180	233	194
Dcor_evm.model.hic_scaffold_2_pilon.569	759	827	2314	4485	1192	4021	5063	3052	199	198	224	198	198	169	2046	1946	2241	1933	2104	1545
Dcor_evm.model.hic_scaffold_2_pilon.570	1662	384	48	756	2414	5931	2568	3707	221	229	120	150	168	260	270	250	270	248	243	72
Dcor_evm.model.hic_scaffold_2_pilon.571	3072	1228	1049	1295	4749	16444	4910	6106	1263	1268	768	928	1037	1082	2114	2070	1764	1600	2043	1103
Dcor_evm.model.hic_scaffold_2_pilon.572	2841	150	58	493	40795	4215	6839	1326	164	154	12	17	115	212	263	258	224	172	244	8
Dcor_evm.model.hic_scaffold_2_pilon.573	444	92209	698764	370581	23626	117	35050	31029	4809	5031	4566	5119	4550	4024	6898	6686	6597	5319	6898	6623
Dcor_evm.model.hic_scaffold_2_pilon.574	1887	0	1	261	45	43	1566	5817	8	5	9	27	8	14	160	169	81	99	142	117
Dcor_evm.model.hic_scaffold_2_pilon.575	1431	437	170	1755	2689	4790	5151	4031	675	686	415	530	579	482	961	990	787	728	904	463
Dcor_evm.model.hic_scaffold_2_pilon.576	1023	328	108	1051	3711	1501	1830	10102	1332	1297	687	1125	1018	1282	1612	1451	1337	1347	1242	714
Dcor_evm.model.hic_scaffold_2_pilon.577	3015	4	0	170	200	2593	3809	23	50	45	2	3	45	84	86	80	61	55	76	2
Dcor_evm.model.hic_scaffold_2_pilon.578	4926	208	108	1493	2676	4010	921	4134	665	648	322	517	516	564	693	708	647	645	694	274
Dcor_evm.model.hic_scaffold_2_pilon.579	3459	103	54	378	2043	2670	3223	2720	190	194	141	179	189	220	352	349	267	260	329	247
Dcor_evm.model.hic_scaffold_2_pilon.580	270	284	1490	4924	523	1607	1231	980	50	61	48	75	62	63	71	67	59	49	84	51
Dcor_evm.model.hic_scaffold_2_pilon.581	1113	148	110	754	414	474	570	917	77	64	74	76	76	57	81	89	74	63	119	67
Dcor_evm.model.hic_scaffold_2_pilon.582	1581	397	239	2309	1289	2294	2290	3018	506	532	246	337	427	351	683	690	572	516	682	290
Dcor_evm.model.hic_scaffold_2_pilon.583	507	640	1299	2920	245	521	379	700	17	31	15	29	26	22	44	39	29	27	51	16
Dcor_evm.model.hic_scaffold_2_pilon.584	912	942	815	2750	6425	8589	7833	7740	1517	1370	862	1253	1230	1328	1586	1461	1271	1202	1383	815
Dcor_evm.model.hic_scaffold_2_pilon.585	2316	351	354	2221	2052	8197	5425	11206	582	543	416	452	527	565	781	768	787	670	701	479
Dcor_evm.model.hic_scaffold_2_pilon.586	516	351	1052	3957	545	1201	1064	1099	109	70	104	90	94	75	123	100	100	78	116	83
Dcor_evm.model.hic_scaffold_2_pilon.587	1416	98	30	614	1172	2220	546	1166	116	118	66	77	107	105	114	97	92	104	98	60
Dcor_evm.model.hic_scaffold_2_pilon.588	2112	237	66	831	3077	3344	617	2480	378	373	311	409	357	326	451	399	423	386	437	272
Dcor_evm.model.hic_scaffold_2_pilon.589	1764	380	445	2815	2304	2025	3944	3013	363	368	199	249	296	262	348	363	301	289	316	211
Dcor_evm.model.hic_scaffold_2_pilon.590	1191	463	217	3226	1927	5380	3801	3188	351	374	258	318	307	290	487	481	392	341	494	338
Dcor_evm.model.hic_scaffold_2_pilon.591	1596	434	444	959	7520	18250	5698	17491	2066	1893	1609	1763	1681	1807	2810	2555	2481	2230	2540	1542
Dcor_evm.model.hic_scaffold_2_pilon.592	405	1879	3252	49654	28621	12356	17347	168127	28246	26309	29453	28965	24245	21403	11136	10382	11528	10198	10838	15181
Dcor_evm.model.hic_scaffold_2_pilon.593	297	131	260	14766	3094	2371	1210	1449	238	217	219	270	202	183	226	220	162	91	198	146
Dcor_evm.model.hic_scaffold_2_pilon.594	2157	196	210	1821	1616	2907	746	2481	300	307	253	286	232	235	369	297	289	267	321	239
Dcor_evm.model.hic_scaffold_2_pilon.595	654	166	422	1342	2041	857	1403	1764	1032	998	622	712	816	786	789	851	706	652	698	633
Dcor_evm.model.hic_scaffold_2_pilon.596	684	322	408	2954	2224	4081	2265	3189	694	656	692	637	623	651	778	725	705	631	669	585
Dcor_evm.model.hic_scaffold_2_pilon.597	405	24	345	257	3314	76	7997	11887	54	55	54	37	64	62	17	33	21	10	27	111
Dcor_evm.model.hic_scaffold_2_pilon.598	471	186	422	306	1398	93	3808	8367	79	66	84	87	62	87	37	45	31	20	25	144
Dcor_evm.model.hic_scaffold_2_pilon.599	384	55	131	229	474	62	1667	4645	49	46	48	48	32	56	53	33	28	29	39	124
Dcor_evm.model.hic_scaffold_2_pilon.600	1008	206	84	2501	1458	3441	4584	1944	112	102	108	106	114	112	160	146	158	132	187	139
Dcor_evm.model.hic_scaffold_2_pilon.601	363	0	32	102	79	309	53	292	12	9	6	2	7	3	5	6	2	1	3	2
Dcor_evm.model.hic_scaffold_2_pilon.602	6186	414	195	2386	2312	1609	595	7700	1699	1720	938	1346	1362	1337	2009	1990	1861	1637	1929	1121
Dcor_evm.model.hic_scaffold_2_pilon.603	918	142	82	406	1858	1586	1491	3298	667	643	502	585	499	629	654	570	642	559	500	471
Dcor_evm.model.hic_scaffold_2_pilon.604	1068	70	70	1352	668	1758	1745	1788	164	164	177	209	159	164	214	226	226	190	254	185
Dcor_evm.model.hic_scaffold_2_pilon.605	1407	185	62	923	1491	1751	643	1234	157	162	122	143	151	134	219	185	155	150	204	64
Dcor_evm.model.hic_scaffold_2_pilon.606	1896	18	52	620	663	1055	484	886	60	65	24	55	59	42	98	83	68	68	90	23
Dcor_evm.model.hic_scaffold_2_pilon.607	2061	147	88	313	1895	2290	292	3481	343	363	274	336	312	291	399	386	411	334	440	288
Dcor_evm.model.hic_scaffold_2_pilon.608	1755	433	62	4598	7121	1928	2295	12777	2506	2407	1519	2132	2126	2304	2089	1963	1751	1613	1808	849
Dcor_evm.model.hic_scaffold_2_pilon.609	894	132	46	376	935	1670	838	2729	583	575	483	476	507	546	684	653	639	595	615	586
Dcor_evm.model.hic_scaffold_2_pilon.610	1101	314	118	453	1745	1847	256	3830	582	524	357	446	472	495	526	550	498	471	466	290
Dcor_evm.model.hic_scaffold_2_pilon.611	2499	84	28	902	377	406	269	4437	594	530	261	417	397	437	653	629	545	536	585	296
Dcor_evm.model.hic_scaffold_2_pilon.612	4170	114	76	1136	1969	1950	585	5432	803	763	485	582	629	697	807	825	798	730	799	437
Dcor_evm.model.hic_scaffold_2_pilon.613	381	67	142	2533	1536	5384	2808	2535	158	163	162	175	143	171	180	157	191	150	173	186
Dcor_evm.model.hic_scaffold_2_pilon.614	1410	231	56	308	1690	3670	1511	1609	269	243	228	239	216	246	251	270	279	227	256	188
Dcor_evm.model.hic_scaffold_2_pilon.615	2697	437	100	1915	5380	2690	1805	11196	2329	2202	1330	1807	1849	1913	2272	2270	2052	1993	2038	1128
Dcor_evm.model.hic_scaffold_2_pilon.616	327	12	9	173	148	35	61	500	114	96	47	72	81	80	94	107	106	93	77	34
Dcor_evm.model.hic_scaffold_2_pilon.617	2328	665	281	210	484	804	255	551	163	181	96	140	144	155	233	214	154	184	196	120
Dcor_evm.model.hic_scaffold_2_pilon.618	1299	201	52	332	734	1189	1076	1598	164	139	142	183	169	185	275	241	240	210	209	171
Dcor_evm.model.hic_scaffold_2_pilon.619	1944	911	156	8306	2273	787	1961	10040	4761	4427	2730	4504	3948	4715	4701	4289	4099	4000	4128	2036
Dcor_evm.model.hic_scaffold_2_pilon.620	1278	240	132	882	1907	1287	1860	3315	1055	1055	831	993	865	994	895	815	847	755	864	681
Dcor_evm.model.hic_scaffold_2_pilon.621	1908	1599	1154	3160	20244	15163	16978	41815	13027	12227	10384	10998	10806	10673	12074	11174	11175	10481	10911	7391
Dcor_evm.model.hic_scaffold_2_pilon.622	444	0	0	112	13	120	23	26	1	4	1	2	3	3	9	4	1	1	6	1
Dcor_evm.model.hic_scaffold_2_pilon.623	390	342	378	1081	307	952	596	737	67	79	65	74	69	70	90	98	89	48	109	93
Dcor_evm.model.hic_scaffold_2_pilon.624	1137	106	186	2693	423	1707	612	1193	89	92	71	76	70	67	116	141	114	71	133	44
Dcor_evm.model.hic_scaffold_2_pilon.625	1365	1712	332	923	1945	2438	442	1577	658	614	285	376	464	314	777	737	574	564	673	249
Dcor_evm.model.hic_scaffold_2_pilon.626	228	69	6	112	204	127	36	71	12	10	1	3	1	3	24	12	4	1	8	2
Dcor_evm.model.hic_scaffold_2_pilon.627	1620	431	409	1110	16	2789	2680	1506	266	273	166	217	200	171	489	479	387	317	447	192
Dcor_evm.model.hic_scaffold_2_pilon.628	1311	18	2	528	1294	1845	839	992	692	717	618	665	636	581	491	487	476	394	525	257
Dcor_evm.model.hic_scaffold_2_pilon.629	624	924	3771	13456	2174	4967	3818	4144	503	498	536	539	514	470	556	514	510	405	542	501
Dcor_evm.model.hic_scaffold_2_pilon.630	2370	214	213	984	2588	9470	3985	3549	375	373	281	318	361	372	621	606	550	457	552	279
Dcor_evm.model.hic_scaffold_2_pilon.631	720	718	2513	9274	1328	1249	4883	2489	332	390	357	353	375	311	370	374	442	347	457	319
Dcor_evm.model.hic_scaffold_2_pilon.632	720	0	14	12	0	60	145	0	4	4	1	0	3	10	3	5	8	7	8	0
Dcor_evm.model.hic_scaffold_2_pilon.633	1077	241	38	65	591	392	301	803	366	299	165	223	251	277	275	259	233	219	256	134
Dcor_evm.model.hic_scaffold_2_pilon.634	1542	0	0	58	214	237	1670	1183	2486	2581	1246	1587	2031	1402	3095	3011	2910	2460	3062	1348
Dcor_evm.model.hic_scaffold_2_pilon.635	1521	0	0	2	2	14312	8	0	4	6	1	6	8	11	2	1	8	4	1	1
Dcor_evm.model.hic_scaffold_2_pilon.636	1563	32	36	21	977	259	21225	9479	10494	10449	6416	7202	8733	6453	2908	2891	2314	2085	2678	1457
Dcor_evm.model.hic_scaffold_2_pilon.637	1527	1816	1174	2191	16	74	2328	892	60	67	39	47	45	51	1113	1042	1278	1048	1201	575
Dcor_evm.model.hic_scaffold_2_pilon.638	1653	42	3	111	833	600	433	441	14	21	16	25	19	25	1019	1028	824	673	988	426
Dcor_evm.model.hic_scaffold_2_pilon.639	2184	558	448	690	4186	11728	2122	3838	949	872	566	713	738	730	845	777	817	712	777	430
Dcor_evm.model.hic_scaffold_2_pilon.640	3192	286	270	3384	1274	2037	3423	2182	67	79	55	74	69	61	89	78	77	67	104	70
Dcor_evm.model.hic_scaffold_2_pilon.641	1257	20	13	229	113	641	194	389	23	28	15	24	20	16	29	31	39	31	42	11
Dcor_evm.model.hic_scaffold_2_pilon.642	2187	53	30	863	694	2829	1427	726	17	14	10	18	20	19	29	22	28	20	26	10
Dcor_evm.model.hic_scaffold_2_pilon.643	1047	0	0	0	1087	415	7	40	6	9	0	0	1	5	6	9	5	4	4	2
Dcor_evm.model.hic_scaffold_2_pilon.644	524	0	4	12	8	25	47	7	0	0	2	0	1	1	3	0	0	1	2	0
Dcor_evm.model.hic_scaffold_2_pilon.645	744	0	0	2	4	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.646	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.647	759	20	0	0	20	22	29	6	0	1	1	3	1	1	2	0	0	0	2	2
Dcor_evm.model.hic_scaffold_2_pilon.648	2058	1130	701	1000	5508	1771	1917	3075	1658	1585	1363	1646	1404	1360	1387	1266	1342	1248	1237	770
Dcor_evm.model.hic_scaffold_2_pilon.649	372	26	9	32	137	62	301	27	5	10	4	3	8	9	5	4	10	2	5	3
Dcor_evm.model.hic_scaffold_2_pilon.650	1515	126	32	1938	3219	573	10728	2809	1467	1366	1330	1465	1296	1212	769	815	1029	819	825	590
Dcor_evm.model.hic_scaffold_2_pilon.651	351	0	0	74	0	336	5	4	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.652	768	1	0	4613	10	50	82	68	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_2_pilon.653	810	64	116	677	103	222	284	365	21	12	14	12	26	24	32	36	25	33	46	17
Dcor_evm.model.hic_scaffold_2_pilon.654	261	2	3	24	58	39	86	137	157	184	0	0	0	0	2	2	259	1	266	92
Dcor_evm.model.hic_scaffold_2_pilon.655	336	59	104	29	230	379	104	310	163	149	111	128	104	69	152	127	210	138	239	110
Dcor_evm.model.hic_scaffold_2_pilon.656	456	197	1748	2919	1268	1157	3755	3028	159	162	281	267	190	199	234	233	328	251	263	236
Dcor_evm.model.hic_scaffold_2_pilon.657	2742	200	168	628	8049	12634	4927	9212	703	688	553	666	690	841	931	906	849	822	985	709
Dcor_evm.model.hic_scaffold_2_pilon.658	1296	110	336	1294	133	401	176	541	7	7	8	1	6	0	5	3	2	5	4	3
Dcor_evm.model.hic_scaffold_2_pilon.659	993	6	0	30	26	272	28	132	24	28	26	24	24	16	41	21	31	31	30	19
Dcor_evm.model.hic_scaffold_2_pilon.660	591	0	0	27	53	51	44	29	4	2	5	2	6	11	7	3	8	5	8	2
Dcor_evm.model.hic_scaffold_2_pilon.661	825	108	152	1648	725	1103	2032	2442	355	327	330	344	284	313	340	424	351	327	353	330
Dcor_evm.model.hic_scaffold_2_pilon.662	1236	0	11	158	589	790	118	664	172	163	113	151	135	145	193	138	158	142	133	102
Dcor_evm.model.hic_scaffold_2_pilon.663	408	706	444	877	178	179	401	1772	329	314	509	491	320	333	287	270	366	309	277	419
Dcor_evm.model.hic_scaffold_2_pilon.664	717	0	0	4	4	40	8	12	1	4	0	3	4	3	1	0	1	0	2	0
Dcor_evm.model.hic_scaffold_2_pilon.665	1308	49	12	241	369	487	117	1009	74	68	53	43	53	47	67	55	53	42	64	35
Dcor_evm.model.hic_scaffold_2_pilon.666	1398	437	365	5567	15507	6350	10562	17358	5206	5063	4504	5257	4500	4845	5096	4763	4499	3877	4504	3899
Dcor_evm.model.hic_scaffold_2_pilon.667	924	46	100	1820	1569	2362	4600	3927	1087	1032	1038	1012	895	836	893	879	865	685	895	956
Dcor_evm.model.hic_scaffold_2_pilon.668	678	37	6	287	1301	2033	114	2352	246	242	186	205	196	137	115	130	111	94	106	69
Dcor_evm.model.hic_scaffold_2_pilon.669	2772	390	157	2022	4414	4434	1096	11383	1789	1787	1265	1460	1581	1354	1638	1516	1545	1405	1463	880
Dcor_evm.model.hic_scaffold_2_pilon.670	3222	493	142	1080	5510	3923	1761	7219	1420	1489	978	1184	1196	1197	1883	1879	2047	1758	1927	1206
Dcor_evm.model.hic_scaffold_2_pilon.671	1191	1441	2420	12602	5745	17546	5642	4113	1411	1285	1294	1281	1257	1099	1579	1627	1777	1467	1632	1204
Dcor_evm.model.hic_scaffold_2_pilon.672	828	2499	8563	70030	8565	20786	10968	29715	8256	8175	10990	11050	8334	8384	4967	4902	6919	5968	5638	5069
Dcor_evm.model.hic_scaffold_2_pilon.673	1023	236	8	217	740	14382	10554	160	807	776	51	65	639	1736	1839	1643	1693	1581	1521	51
Dcor_evm.model.hic_scaffold_2_pilon.674	2631	48	12	4716	693	2437	677	1051	51	66	25	38	43	39	65	77	48	51	82	14
Dcor_evm.model.hic_scaffold_2_pilon.675	282	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Dcor_evm.model.hic_scaffold_2_pilon.676	1710	2	26	536	631	2931	146	341	33	31	31	29	27	105	22	18	7	12	11	2
Dcor_evm.model.hic_scaffold_2_pilon.677	4065	58	4	835	165	2775	2259	181	126	130	25	22	102	150	193	214	169	128	184	15
Dcor_evm.model.hic_scaffold_2_pilon.678	1242	20	2	16549	1168	73	5661	526	58	81	56	64	59	61	44	52	34	36	44	16
Dcor_evm.model.hic_scaffold_2_pilon.679	1875	329	31	1042	1856	969	2104	1495	231	233	107	174	194	154	303	307	285	248	314	76
Dcor_evm.model.hic_scaffold_2_pilon.680	1713	1277	874	1906	4155	2035	3737	3044	587	566	363	455	501	463	582	629	601	475	666	295
Dcor_evm.model.hic_scaffold_2_pilon.681	330	0	14	32	7	16	4	6	0	2	1	0	3	0	0	1	0	1	0	0
