Orthogroup	Dalotia_update.aa	Liometoxenus.aa
OG0001396	Dcor_evm.model.hic_scaffold_8_pilon.798	Liom_evm.model.scaffold57531.4
OG0001398	Dcor_evm.model.hic_scaffold_3_pilon.113	Liom_evm.model.scaffold10412.1, Liom_evm.model.scaffold43372.1, Liom_evm.model.scaffold23752.1
OG0001399	Dcor_evm.model.hic_scaffold_6_pilon.1432	Liom_evm.model.scaffold05244.2
OG0001400	Dcor_evm.model.hic_scaffold_10_pilon.1235	Liom_evm.model.scaffold39276.1, Liom_evm.model.scaffold11814.1
OG0001401	Dcor_evm.model.hic_scaffold_5_pilon.82	Liom_evm.model.scaffold36986.3
OG0001403	Dcor_evm.model.hic_scaffold_6_pilon.596	Liom_evm.model.scaffold12068.1
OG0001404	Dcor_evm.model.hic_scaffold_8_pilon.746	Liom_evm.model.scaffold26879.1, Liom_evm.model.scaffold15920.1
OG0001405	Dcor_evm.model.hic_scaffold_4_pilon.24, Dcor_evm.model.hic_scaffold_7_pilon.1554	Liom_evm.model.scaffold20210.1
OG0001407	Dcor_evm.model.hic_scaffold_7_pilon.473	Liom_evm.model.scaffold36926.3
OG0001408	Dcor_evm.model.hic_scaffold_1_pilon.644	Liom_evm.model.scaffold04818.8
OG0001409	Dcor_evm.model.hic_scaffold_6_pilon.98	Liom_evm.model.scaffold13677.1
OG0001409	Dcor_evm.model.hic_scaffold_6_pilon.1234	Liom_evm.model.scaffold06374.1
OG0001410	Dcor_evm.model.hic_scaffold_44_pilon.33	Liom_evm.model.scaffold03652.2
OG0001410	Dcor_evm.model.hic_scaffold_44_pilon.32	Liom_evm.model.scaffold15238.1
OG0001412	Dcor_evm.model.hic_scaffold_9_pilon.1264	Liom_evm.model.scaffold22875.1, Liom_evm.model.scaffold43276.1
OG0001413	Dcor_evm.model.hic_scaffold_6_pilon.1816, Dcor_evm.model.hic_scaffold_6_pilon.1815	Liom_evm.model.scaffold15241.2
OG0001414	Dcor_evm.model.contig_148_pilon.1	Liom_evm.model.scaffold00496.2
OG0001415	Dcor_evm.model.hic_scaffold_4_pilon.514	Liom_evm.model.scaffold50408.1
OG0001416	Dcor_evm.model.hic_scaffold_5_pilon.1043	Liom_evm.model.scaffold36084.2
OG0001417	Dcor_evm.model.hic_scaffold_8_pilon.738	Liom_evm.model.scaffold44930.2
OG0001418	Dcor_evm.model.hic_scaffold_1_pilon.130, Dcor_evm.model.hic_scaffold_42_pilon.4	Liom_evm.model.scaffold16248.2
OG0001419	Dcor_evm.model.hic_scaffold_4_pilon.1354, Dcor_evm.model.hic_scaffold_4_pilon.1355	Liom_evm.model.scaffold57056.1, Liom_evm.model.scaffold15748.1, Liom_evm.model.scaffold26087.1, Liom_evm.model.scaffold44584.1, Liom_evm.model.scaffold01896.1, Liom_evm.model.scaffold30958.1, Liom_evm.model.scaffold44584.2, Liom_evm.model.scaffold14726.1, Liom_evm.model.scaffold19169.1, Liom_evm.model.scaffold58156.1, Liom_evm.model.scaffold09583.1, Liom_evm.model.scaffold14367.1, Liom_evm.model.scaffold27195.1, Liom_evm.model.scaffold31680.2, Liom_evm.model.scaffold43243.1, Liom_evm.model.scaffold23012.1, Liom_evm.model.scaffold03496.1, Liom_evm.model.scaffold20478.1, Liom_evm.model.scaffold57402.2
OG0001420	Dcor_evm.model.hic_scaffold_5_pilon.92	Liom_evm.model.scaffold23185.1
OG0001421	Dcor_evm.model.hic_scaffold_10_pilon.857	Liom_evm.model.scaffold03863.2
OG0001422	Dcor_evm.model.hic_scaffold_3_pilon.195	Liom_evm.model.scaffold08971.1, Liom_evm.model.scaffold32348.1
OG0001423	Dcor_evm.model.hic_scaffold_9_pilon.93	Liom_evm.model.scaffold29823.3
OG0001423	Dcor_evm.model.hic_scaffold_9_pilon.92, Dcor_evm.model.WTDall_ctg6014.4	Liom_evm.model.scaffold29823.4
OG0001425	Dcor_evm.model.hic_scaffold_21_pilon.49	Liom_evm.model.scaffold11575.2
OG0001427	Dcor_evm.model.hic_scaffold_8_pilon.911	Liom_evm.model.scaffold04279.1
OG0001429	Dcor_evm.model.hic_scaffold_6_pilon.2	Liom_evm.model.scaffold59823.2
OG0001430	Dcor_evm.model.hic_scaffold_8_pilon.145	Liom_evm.model.scaffold38217.2
OG0001432	Dcor_evm.model.hic_scaffold_4_pilon.651	Liom_evm.model.scaffold14945.1
OG0001433	Dcor_evm.model.hic_scaffold_1_pilon.1035	Liom_evm.model.scaffold17668.1, Liom_evm.model.scaffold06164.3
OG0001433	Dcor_evm.model.hic_scaffold_1_pilon.1036	Liom_evm.model.scaffold06164.2
OG0001434	Dcor_evm.model.hic_scaffold_9_pilon.904	Liom_evm.model.scaffold07674.1, Liom_evm.model.scaffold44135.1
OG0001435	Dcor_evm.model.hic_scaffold_22_pilon.2	Liom_evm.model.scaffold30433.1, Liom_evm.model.scaffold05075.1
OG0001436	Dcor_evm.model.hic_scaffold_5_pilon.1085	Liom_evm.model.scaffold07524.1
OG0001437	Dcor_evm.model.hic_scaffold_1_pilon.654	Liom_evm.model.scaffold20921.1
OG0001438	Dcor_evm.model.hic_scaffold_10_pilon.1405	Liom_evm.model.scaffold19567.2
OG0001439	Dcor_evm.model.hic_scaffold_9_pilon.992	Liom_evm.model.scaffold25722.1, Liom_evm.model.scaffold25166.1, Liom_evm.model.scaffold17234.3, Liom_evm.model.scaffold17234.1, Liom_evm.model.scaffold42980.1
OG0001440	Dcor_evm.model.hic_scaffold_7_pilon.1432, Dcor_evm.model.hic_scaffold_15_pilon.100	Liom_evm.model.scaffold47049.2
OG0001441	Dcor_evm.model.hic_scaffold_7_pilon.1454	Liom_evm.model.scaffold47049.1
OG0001442	Dcor_evm.model.hic_scaffold_3_pilon.87	Liom_evm.model.scaffold38070.4
OG0001443	Dcor_evm.model.hic_scaffold_8_pilon.482	Liom_evm.model.scaffold04650.2
OG0001444	Dcor_evm.model.hic_scaffold_3_pilon.1461	Liom_evm.model.scaffold19826.2, Liom_evm.model.scaffold19153.1
OG0001445	Dcor_evm.model.hic_scaffold_7_pilon.1519	Liom_evm.model.scaffold08965.1
OG0001445	Dcor_evm.model.hic_scaffold_7_pilon.1523	Liom_evm.model.scaffold60334.1
OG0001447	Dcor_evm.model.hic_scaffold_9_pilon.1612	Liom_evm.model.scaffold49622.3, Liom_evm.model.scaffold49622.4
OG0001447	Dcor_evm.model.hic_scaffold_9_pilon.1620	Liom_evm.model.scaffold02862.2
OG0001448	Dcor_evm.model.hic_scaffold_3_pilon.1134, Dcor_evm.model.scaffold4357_size1211.1	Liom_evm.model.scaffold58648.3
OG0001450	Dcor_evm.model.hic_scaffold_9_pilon.253	Liom_evm.model.scaffold45290.1, Liom_evm.model.scaffold37850.1
OG0001451	Dcor_evm.model.hic_scaffold_2_pilon.511	Liom_evm.model.scaffold38626.2
OG0001452	Dcor_evm.model.hic_scaffold_9_pilon.966	Liom_evm.model.scaffold10018.2
OG0001453	Dcor_evm.model.hic_scaffold_5_pilon.100	Liom_evm.model.scaffold41700.1
OG0001454	Dcor_evm.model.hic_scaffold_10_pilon.1264	Liom_evm.model.scaffold57402.1
OG0001455	Dcor_evm.model.hic_scaffold_2_pilon.399, Dcor_evm.model.hic_scaffold_2_pilon.398	Liom_evm.model.scaffold06289.1
OG0001456	Dcor_evm.model.hic_scaffold_8_pilon.427	Liom_evm.model.scaffold46888.1
OG0001457	Dcor_evm.model.hic_scaffold_5_pilon.537, Dcor_evm.model.hic_scaffold_5_pilon.538, Dcor_evm.model.hic_scaffold_3_pilon.1060, Dcor_evm.model.hic_scaffold_3_pilon.1061	Liom_evm.model.scaffold41732.1
OG0001457	Dcor_evm.model.hic_scaffold_5_pilon.536	Liom_evm.model.scaffold22846.1
OG0001458	Dcor_evm.model.hic_scaffold_6_pilon.446	Liom_evm.model.scaffold10069.1
OG0001459	Dcor_evm.model.hic_scaffold_1_pilon.898	Liom_evm.model.scaffold39252.1
OG0001461	Dcor_evm.model.hic_scaffold_3_pilon.770	Liom_evm.model.scaffold14338.3
OG0001463	Dcor_evm.model.hic_scaffold_10_pilon.957	Liom_evm.model.scaffold22735.2
OG0001464	Dcor_evm.model.hic_scaffold_25_pilon.18	Liom_evm.model.scaffold32148.1
OG0001465	Dcor_evm.model.hic_scaffold_3_pilon.1456	Liom_evm.model.scaffold18510.3
OG0001465	Dcor_evm.model.hic_scaffold_3_pilon.1457	Liom_evm.model.scaffold47311.1
OG0001466	Dcor_evm.model.hic_scaffold_4_pilon.803	Liom_evm.model.scaffold35624.1
OG0001467	Dcor_evm.model.hic_scaffold_5_pilon.739, Dcor_evm.model.contig_30_pilon.1	Liom_evm.model.scaffold17231.2
OG0001468	Dcor_evm.model.hic_scaffold_5_pilon.1319	Liom_evm.model.scaffold15966.2
OG0001469	Dcor_evm.model.hic_scaffold_1_pilon.231	Liom_evm.model.scaffold00977.1, Liom_evm.model.scaffold08642.1, Liom_evm.model.scaffold03729.1, Liom_evm.model.scaffold07328.1
OG0001472	Dcor_evm.model.hic_scaffold_5_pilon.1133	Liom_evm.model.scaffold32409.1
OG0001473	Dcor_evm.model.hic_scaffold_1_pilon.337	Liom_evm.model.scaffold41082.1
OG0001474	Dcor_evm.model.hic_scaffold_1_pilon.802	Liom_evm.model.scaffold28184.1, Liom_evm.model.scaffold25817.1, Liom_evm.model.scaffold14396.1
OG0001475	Dcor_evm.model.hic_scaffold_1_pilon.668, Dcor_evm.model.hic_scaffold_7_pilon.424, Dcor_evm.model.hic_scaffold_7_pilon.425	Liom_evm.model.scaffold46412.3
OG0001476	Dcor_evm.model.hic_scaffold_9_pilon.1786	Liom_evm.model.scaffold42053.6
OG0001477	Dcor_evm.model.hic_scaffold_9_pilon.95	Liom_evm.model.scaffold34512.5, Liom_evm.model.scaffold09825.1, Liom_evm.model.scaffold50258.1
OG0001478	Dcor_evm.model.hic_scaffold_10_pilon.448	Liom_evm.model.scaffold25322.1, Liom_evm.model.scaffold35859.2
OG0001482	Dcor_evm.model.hic_scaffold_4_pilon.1165, Dcor_evm.model.hic_scaffold_4_pilon.1361	Liom_evm.model.scaffold14821.1
OG0001484	Dcor_evm.model.hic_scaffold_49_pilon.11, Dcor_evm.model.hic_scaffold_10_pilon.1, Dcor_evm.model.WTDall_ctg2704.1	Liom_evm.model.scaffold02600.2, Liom_evm.model.scaffold05845.2, Liom_evm.model.scaffold60385.1, Liom_evm.model.scaffold02349.1, Liom_evm.model.scaffold14472.1, Liom_evm.model.scaffold55455.1, Liom_evm.model.scaffold40443.1, Liom_evm.model.scaffold07094.2, Liom_evm.model.scaffold23408.1, Liom_evm.model.scaffold11578.2, Liom_evm.model.scaffold47027.1, Liom_evm.model.scaffold32667.1, Liom_evm.model.scaffold56056.1, Liom_evm.model.scaffold57100.2, Liom_evm.model.scaffold42944.2, Liom_evm.model.scaffold46715.4, Liom_evm.model.scaffold11917.1, Liom_evm.model.scaffold41539.1, Liom_evm.model.scaffold10302.1, Liom_evm.model.scaffold19044.1, Liom_evm.model.scaffold15927.1, Liom_evm.model.scaffold33295.1, Liom_evm.model.scaffold35018.1, Liom_evm.model.scaffold49339.2, Liom_evm.model.scaffold07337.3, Liom_evm.model.scaffold55828.1, Liom_evm.model.scaffold19286.1, Liom_evm.model.scaffold19407.1, Liom_evm.model.scaffold35903.1, Liom_evm.model.scaffold16176.1, Liom_evm.model.scaffold23071.1
OG0001487	Dcor_evm.model.hic_scaffold_9_pilon.1648	Liom_evm.model.scaffold14846.1
OG0001488	Dcor_evm.model.hic_scaffold_13_pilon.23, Dcor_evm.model.hic_scaffold_9_pilon.645	Liom_evm.model.scaffold16869.1
OG0001489	Dcor_evm.model.hic_scaffold_1_pilon.154	Liom_evm.model.scaffold05063.1
OG0001490	Dcor_evm.model.hic_scaffold_4_pilon.795	Liom_evm.model.scaffold02808.4
OG0001491	Dcor_evm.model.hic_scaffold_13_pilon.67, Dcor_evm.model.hic_scaffold_13_pilon.68, Dcor_evm.model.hic_scaffold_9_pilon.598, Dcor_evm.model.hic_scaffold_13_pilon.66	Liom_evm.model.scaffold13270.2
OG0001492	Dcor_evm.model.hic_scaffold_4_pilon.663	Liom_evm.model.scaffold10854.1
OG0001493	Dcor_evm.model.hic_scaffold_5_pilon.573	Liom_evm.model.scaffold32151.1
OG0001494	Dcor_evm.model.hic_scaffold_7_pilon.950	Liom_evm.model.scaffold37557.5, Liom_evm.model.scaffold46205.1
OG0001496	Dcor_evm.model.hic_scaffold_5_pilon.483	Liom_evm.model.scaffold33448.2
OG0001497	Dcor_evm.model.hic_scaffold_10_pilon.1062	Liom_evm.model.scaffold06048.3
OG0001498	Dcor_evm.model.hic_scaffold_7_pilon.1596	Liom_evm.model.scaffold28891.3
OG0001499	Dcor_evm.model.hic_scaffold_6_pilon.1667	Liom_evm.model.scaffold59602.1
OG0001500	Dcor_evm.model.hic_scaffold_6_pilon.552	Liom_evm.model.scaffold04411.1
OG0001502	Dcor_evm.model.hic_scaffold_7_pilon.1376	Liom_evm.model.scaffold08831.1
OG0001502	Dcor_evm.model.hic_scaffold_7_pilon.1373	Liom_evm.model.scaffold42605.2
OG0001503	Dcor_evm.model.hic_scaffold_7_pilon.1474	Liom_evm.model.scaffold22375.1
OG0001503	Dcor_evm.model.hic_scaffold_8_pilon.411	Liom_evm.model.scaffold05759.4
OG0001504	Dcor_evm.model.hic_scaffold_6_pilon.1370	Liom_evm.model.scaffold09579.1, Liom_evm.model.scaffold16278.2, Liom_evm.model.scaffold00080.1
OG0001506	Dcor_evm.model.hic_scaffold_3_pilon.1325	Liom_evm.model.scaffold58361.1, Liom_evm.model.scaffold23460.1
OG0001507	Dcor_evm.model.hic_scaffold_5_pilon.618	Liom_evm.model.scaffold55045.2
OG0001508	Dcor_evm.model.hic_scaffold_2_pilon.8, Dcor_evm.model.hic_scaffold_2_pilon.417	Liom_evm.model.scaffold31777.1
OG0001509	Dcor_evm.model.hic_scaffold_10_pilon.341	Liom_evm.model.scaffold48103.2
OG0001510	Dcor_evm.model.hic_scaffold_2_pilon.82	Liom_evm.model.scaffold15098.2
OG0001511	Dcor_evm.model.hic_scaffold_10_pilon.132	Liom_evm.model.scaffold19510.2
OG0001511	Dcor_evm.model.hic_scaffold_10_pilon.307	Liom_evm.model.scaffold11938.1
OG0001512	Dcor_evm.model.hic_scaffold_7_pilon.261	Liom_evm.model.scaffold45414.1
OG0001513	Dcor_evm.model.hic_scaffold_5_pilon.733	Liom_evm.model.scaffold37525.1, Liom_evm.model.scaffold57542.1
OG0001514	Dcor_evm.model.hic_scaffold_3_pilon.819	Liom_evm.model.scaffold18004.1
OG0001515	Dcor_evm.model.hic_scaffold_16_pilon.170, Dcor_evm.model.hic_scaffold_6_pilon.515	Liom_evm.model.scaffold40915.4
OG0001516	Dcor_evm.model.hic_scaffold_13_pilon.97, Dcor_evm.model.hic_scaffold_9_pilon.572	Liom_evm.model.scaffold45617.1
OG0001517	Dcor_evm.model.hic_scaffold_10_pilon.1059	Liom_evm.model.scaffold20550.1
OG0001518	Dcor_evm.model.hic_scaffold_9_pilon.931	Liom_evm.model.scaffold26909.1
OG0001519	Dcor_evm.model.hic_scaffold_8_pilon.310	Liom_evm.model.scaffold03148.3
OG0001520	Dcor_evm.model.hic_scaffold_14_pilon.92, Dcor_evm.model.hic_scaffold_6_pilon.627	Liom_evm.model.scaffold38209.1
OG0001521	Dcor_evm.model.hic_scaffold_10_pilon.1034	Liom_evm.model.scaffold04415.1, Liom_evm.model.scaffold19812.1
OG0001522	Dcor_evm.model.hic_scaffold_8_pilon.337	Liom_evm.model.scaffold14368.1
OG0001523	Dcor_evm.model.hic_scaffold_9_pilon.355	Liom_evm.model.scaffold33106.2
OG0001525	Dcor_evm.model.hic_scaffold_9_pilon.927	Liom_evm.model.scaffold18442.1, Liom_evm.model.scaffold21327.1, Liom_evm.model.scaffold60873.1
OG0001526	Dcor_evm.model.hic_scaffold_8_pilon.907	Liom_evm.model.scaffold58852.1
OG0001527	Dcor_evm.model.hic_scaffold_9_pilon.1281, Dcor_evm.model.hic_scaffold_9_pilon.1280	Liom_evm.model.scaffold26116.1
OG0001528	Dcor_evm.model.hic_scaffold_4_pilon.1076	Liom_evm.model.scaffold31694.2
OG0001529	Dcor_evm.model.hic_scaffold_4_pilon.1032	Liom_evm.model.scaffold49403.4
OG0001530	Dcor_evm.model.hic_scaffold_4_pilon.1046	Liom_evm.model.scaffold06013.2, Liom_evm.model.scaffold06013.1
OG0001530	Dcor_evm.model.hic_scaffold_2_pilon.301	Liom_evm.model.scaffold36800.1, Liom_evm.model.scaffold36800.2, Liom_evm.model.scaffold22331.2, Liom_evm.model.scaffold18147.1, Liom_evm.model.scaffold22331.1, Liom_evm.model.scaffold00658.2, Liom_evm.model.scaffold31692.1, Liom_evm.model.scaffold57530.1
OG0001531	Dcor_evm.model.hic_scaffold_9_pilon.58	Liom_evm.model.scaffold44937.1
OG0001532	Dcor_evm.model.hic_scaffold_6_pilon.1396	Liom_evm.model.scaffold43513.1
OG0001533	Dcor_evm.model.hic_scaffold_8_pilon.442	Liom_evm.model.scaffold06162.1
OG0001534	Dcor_evm.model.hic_scaffold_3_pilon.71	Liom_evm.model.scaffold26469.2
OG0001536	Dcor_evm.model.hic_scaffold_10_pilon.78	Liom_evm.model.scaffold39174.1
OG0001536	Dcor_evm.model.hic_scaffold_5_pilon.271	Liom_evm.model.scaffold57392.3
OG0001538	Dcor_evm.model.hic_scaffold_16_pilon.45, Dcor_evm.model.hic_scaffold_6_pilon.783	Liom_evm.model.scaffold36042.1
OG0001539	Dcor_evm.model.hic_scaffold_7_pilon.502, Dcor_evm.model.scaffold5568_size1109.1	Liom_evm.model.scaffold39922.1
OG0001540	Dcor_evm.model.hic_scaffold_5_pilon.98	Liom_evm.model.scaffold14832.4
OG0001541	Dcor_evm.model.hic_scaffold_2_pilon.772	Liom_evm.model.scaffold59520.1
OG0001542	Dcor_evm.model.hic_scaffold_1_pilon.286	Liom_evm.model.scaffold12094.5
OG0001543	Dcor_evm.model.hic_scaffold_10_pilon.363	Liom_evm.model.scaffold22915.1
OG0001544	Dcor_evm.model.hic_scaffold_9_pilon.325	Liom_evm.model.scaffold25844.2
OG0001545	Dcor_evm.model.hic_scaffold_9_pilon.1831	Liom_evm.model.scaffold01304.1, Liom_evm.model.scaffold55067.1, Liom_evm.model.scaffold57772.3, Liom_evm.model.scaffold44174.1, Liom_evm.model.scaffold19352.1, Liom_evm.model.scaffold33961.1, Liom_evm.model.scaffold51883.4, Liom_evm.model.scaffold32453.1, Liom_evm.model.scaffold19728.1, Liom_evm.model.scaffold58665.1, Liom_evm.model.scaffold26370.1, Liom_evm.model.scaffold03923.1, Liom_evm.model.scaffold25718.2, Liom_evm.model.scaffold23979.1, Liom_evm.model.scaffold16136.1
OG0001546	Dcor_evm.model.hic_scaffold_6_pilon.337	Liom_evm.model.scaffold20586.1
OG0001546	Dcor_evm.model.hic_scaffold_1_pilon.169	Liom_evm.model.scaffold22204.2
OG0001548	Dcor_evm.model.hic_scaffold_10_pilon.88	Liom_evm.model.scaffold34146.1
OG0001549	Dcor_evm.model.hic_scaffold_5_pilon.160	Liom_evm.model.scaffold37203.1
OG0001550	Dcor_evm.model.hic_scaffold_2_pilon.465	Liom_evm.model.scaffold57426.1
OG0001551	Dcor_evm.model.hic_scaffold_5_pilon.1382, Dcor_evm.model.hic_scaffold_5_pilon.1381, Dcor_evm.model.scaffold1311_size1794.1	Liom_evm.model.scaffold14887.2
OG0001552	Dcor_evm.model.hic_scaffold_22_pilon.5	Liom_evm.model.scaffold16159.1
OG0001554	Dcor_evm.model.hic_scaffold_3_pilon.595	Liom_evm.model.scaffold59459.3
OG0001554	Dcor_evm.model.hic_scaffold_3_pilon.594	Liom_evm.model.scaffold39104.1
OG0001555	Dcor_evm.model.hic_scaffold_9_pilon.1566	Liom_evm.model.scaffold36132.1
OG0001556	Dcor_evm.model.hic_scaffold_3_pilon.1055	Liom_evm.model.scaffold20689.2, Liom_evm.model.scaffold09600.1
OG0001557	Dcor_evm.model.hic_scaffold_3_pilon.170	Liom_evm.model.scaffold38361.3, Liom_evm.model.scaffold55394.1, Liom_evm.model.scaffold46605.1
OG0001560	Dcor_evm.model.hic_scaffold_6_pilon.1647	Liom_evm.model.scaffold34438.1
OG0001564	Dcor_evm.model.hic_scaffold_33_pilon.7	Liom_evm.model.scaffold17351.3, Liom_evm.model.scaffold28525.1, Liom_evm.model.scaffold42764.1, Liom_evm.model.scaffold05941.1, Liom_evm.model.scaffold47834.2, Liom_evm.model.scaffold44406.1, Liom_evm.model.scaffold44235.2, Liom_evm.model.scaffold19359.2, Liom_evm.model.scaffold38343.2, Liom_evm.model.scaffold38377.2
OG0001568	Dcor_evm.model.hic_scaffold_4_pilon.977	Liom_evm.model.scaffold05085.1
OG0001569	Dcor_evm.model.hic_scaffold_4_pilon.772, Dcor_evm.model.hic_scaffold_4_pilon.303	Liom_evm.model.scaffold19081.3
OG0001569	Dcor_evm.model.hic_scaffold_11_pilon.56, Dcor_evm.model.hic_scaffold_4_pilon.819	Liom_evm.model.scaffold18789.4
OG0001570	Dcor_evm.model.hic_scaffold_7_pilon.48	Liom_evm.model.scaffold47162.1
OG0001571	Dcor_evm.model.hic_scaffold_2_pilon.748, Dcor_evm.model.hic_scaffold_5_pilon.897, Dcor_evm.model.hic_scaffold_2_pilon.747, Dcor_evm.model.hic_scaffold_5_pilon.896	Liom_evm.model.scaffold10519.1
OG0001573	Dcor_evm.model.hic_scaffold_4_pilon.962	Liom_evm.model.scaffold37480.2
OG0001574	Dcor_evm.model.hic_scaffold_14_pilon.10, Dcor_evm.model.hic_scaffold_9_pilon.376	Liom_evm.model.scaffold31222.1
OG0001576	Dcor_evm.model.hic_scaffold_5_pilon.79	Liom_evm.model.scaffold51724.1
OG0001577	Dcor_evm.model.hic_scaffold_7_pilon.1372	Liom_evm.model.scaffold11288.1, Liom_evm.model.scaffold46678.3
OG0001578	Dcor_evm.model.hic_scaffold_5_pilon.1083	Liom_evm.model.scaffold03981.1
OG0001579	Dcor_evm.model.hic_scaffold_9_pilon.1779	Liom_evm.model.scaffold26545.1, Liom_evm.model.scaffold07066.1, Liom_evm.model.scaffold23252.2
OG0001581	Dcor_evm.model.hic_scaffold_8_pilon.930, Dcor_evm.model.hic_scaffold_8_pilon.929	Liom_evm.model.scaffold00986.1
OG0001582	Dcor_evm.model.hic_scaffold_7_pilon.300	Liom_evm.model.scaffold11277.2
OG0001583	Dcor_evm.model.hic_scaffold_6_pilon.1061	Liom_evm.model.scaffold38125.1, Liom_evm.model.scaffold57299.1
OG0001584	Dcor_evm.model.hic_scaffold_2_pilon.262	Liom_evm.model.scaffold10235.1
OG0001585	Dcor_evm.model.hic_scaffold_9_pilon.1162, Dcor_evm.model.hic_scaffold_3_pilon.1238	Liom_evm.model.scaffold05557.1
OG0001586	Dcor_evm.model.hic_scaffold_8_pilon.947, Dcor_evm.model.hic_scaffold_8_pilon.946, Dcor_evm.model.hic_scaffold_8_pilon.655	Liom_evm.model.scaffold06363.1, Liom_evm.model.scaffold45234.1
OG0001587	Dcor_evm.model.hic_scaffold_9_pilon.1673	Liom_evm.model.scaffold39301.2
OG0001587	Dcor_evm.model.hic_scaffold_9_pilon.1685	Liom_evm.model.scaffold41509.1
OG0001588	Dcor_evm.model.hic_scaffold_10_pilon.703	Liom_evm.model.scaffold28983.1, Liom_evm.model.scaffold51203.1
OG0001589	Dcor_evm.model.hic_scaffold_11_pilon.46, Dcor_evm.model.hic_scaffold_4_pilon.828	Liom_evm.model.scaffold20549.1, Liom_evm.model.scaffold28858.1
OG0001590	Dcor_evm.model.hic_scaffold_1_pilon.128, Dcor_evm.model.hic_scaffold_42_pilon.2	Liom_evm.model.scaffold25787.1
OG0001591	Dcor_evm.model.hic_scaffold_1_pilon.812	Liom_evm.model.scaffold02786.8
OG0001592	Dcor_evm.model.hic_scaffold_9_pilon.1640, Dcor_evm.model.hic_scaffold_9_pilon.1641	Liom_evm.model.scaffold16832.1
OG0001594	Dcor_evm.model.hic_scaffold_9_pilon.1846	Liom_evm.model.scaffold60719.1
OG0001595	Dcor_evm.model.hic_scaffold_9_pilon.912	Liom_evm.model.scaffold35007.1
OG0001596	Dcor_evm.model.hic_scaffold_13_pilon.49, Dcor_evm.model.hic_scaffold_9_pilon.614	Liom_evm.model.scaffold39183.1
OG0001597	Dcor_evm.model.hic_scaffold_2_pilon.364	Liom_evm.model.scaffold16658.2
OG0001599	Dcor_evm.model.hic_scaffold_3_pilon.1073	Liom_evm.model.scaffold31160.1
OG0001600	Dcor_evm.model.hic_scaffold_6_pilon.85	Liom_evm.model.scaffold06258.1, Liom_evm.model.scaffold08629.1
OG0001601	Dcor_evm.model.hic_scaffold_5_pilon.1023	Liom_evm.model.scaffold56052.3
OG0001602	Dcor_evm.model.hic_scaffold_8_pilon.783	Liom_evm.model.scaffold16993.1, Liom_evm.model.scaffold59006.1
OG0001603	Dcor_evm.model.hic_scaffold_3_pilon.214, Dcor_evm.model.hic_scaffold_7_pilon.1023	Liom_evm.model.scaffold19741.1, Liom_evm.model.scaffold33504.1
OG0001603	Dcor_evm.model.hic_scaffold_7_pilon.1024	Liom_evm.model.scaffold13678.1
OG0001604	Dcor_evm.model.hic_scaffold_6_pilon.1273	Liom_evm.model.scaffold56085.1
OG0001605	Dcor_evm.model.hic_scaffold_16_pilon.67, Dcor_evm.model.hic_scaffold_16_pilon.66, Dcor_evm.model.hic_scaffold_16_pilon.61, Dcor_evm.model.hic_scaffold_6_pilon.766	Liom_evm.model.scaffold30459.1
OG0001606	Dcor_evm.model.hic_scaffold_3_pilon.748	Liom_evm.model.scaffold19954.1
OG0001607	Dcor_evm.model.hic_scaffold_6_pilon.1148	Liom_evm.model.scaffold18176.2
OG0001608	Dcor_evm.model.hic_scaffold_6_pilon.1412	Liom_evm.model.scaffold08250.5
OG0001609	Dcor_evm.model.hic_scaffold_16_pilon.104, Dcor_evm.model.hic_scaffold_6_pilon.725	Liom_evm.model.scaffold16041.1
OG0001609	Dcor_evm.model.hic_scaffold_6_pilon.1386	Liom_evm.model.scaffold00937.1, Liom_evm.model.scaffold01496.2
OG0001610	Dcor_evm.model.hic_scaffold_9_pilon.321, Dcor_evm.model.hic_scaffold_9_pilon.320	Liom_evm.model.scaffold27562.1
OG0001611	Dcor_evm.model.hic_scaffold_2_pilon.74	Liom_evm.model.scaffold30097.1
OG0001612	Dcor_evm.model.hic_scaffold_4_pilon.1364	Liom_evm.model.scaffold01792.2
OG0001613	Dcor_evm.model.hic_scaffold_3_pilon.882, Dcor_evm.model.hic_scaffold_6_pilon.639	Liom_evm.model.scaffold05177.2
OG0001614	Dcor_evm.model.hic_scaffold_8_pilon.280	Liom_evm.model.scaffold40593.1
OG0001615	Dcor_evm.model.hic_scaffold_6_pilon.732	Liom_evm.model.scaffold10396.1
OG0001617	Dcor_evm.model.hic_scaffold_10_pilon.889	Liom_evm.model.scaffold35854.1
OG0001618	Dcor_evm.model.hic_scaffold_5_pilon.18	Liom_evm.model.scaffold05542.1
OG0001620	Dcor_evm.model.hic_scaffold_2_pilon.267	Liom_evm.model.scaffold42145.3
OG0001621	Dcor_evm.model.hic_scaffold_6_pilon.61	Liom_evm.model.scaffold34281.1
OG0001622	Dcor_evm.model.hic_scaffold_16_pilon.18, Dcor_evm.model.hic_scaffold_6_pilon.814	Liom_evm.model.scaffold02778.1
OG0001623	Dcor_evm.model.hic_scaffold_7_pilon.428	Liom_evm.model.scaffold45771.1
OG0001624	Dcor_evm.model.hic_scaffold_3_pilon.1511	Liom_evm.model.scaffold07458.4
OG0001625	Dcor_evm.model.hic_scaffold_10_pilon.1093	Liom_evm.model.scaffold41132.1
