Orthogroup	Dalotia_update.aa	Holobus.aa
OG0001408	Dcor_evm.model.hic_scaffold_1_pilon.644	Hol_evm.model.scaffold02382.3
OG0001409	Dcor_evm.model.hic_scaffold_6_pilon.98	Hol_evm.model.scaffold18606.27
OG0001409	Dcor_evm.model.hic_scaffold_6_pilon.1234	Hol_evm.model.scaffold02684.1
OG0001410	Dcor_evm.model.hic_scaffold_44_pilon.32	Hol_evm.model.scaffold15355.4
OG0001413	Dcor_evm.model.hic_scaffold_6_pilon.1816, Dcor_evm.model.hic_scaffold_6_pilon.1815	Hol_evm.model.scaffold07899.1
OG0001415	Dcor_evm.model.hic_scaffold_4_pilon.514	Hol_evm.model.scaffold06107.1
OG0001416	Dcor_evm.model.hic_scaffold_5_pilon.1043	Hol_evm.model.scaffold17694.4, Hol_evm.model.scaffold05109.3, Hol_evm.model.scaffold17259.3
OG0001417	Dcor_evm.model.hic_scaffold_8_pilon.738	Hol_evm.model.scaffold07862.12
OG0001418	Dcor_evm.model.hic_scaffold_1_pilon.130, Dcor_evm.model.hic_scaffold_42_pilon.4	Hol_evm.model.scaffold17068.2
OG0001419	Dcor_evm.model.hic_scaffold_4_pilon.1354, Dcor_evm.model.hic_scaffold_4_pilon.1355	Hol_evm.model.scaffold14884.1
OG0001420	Dcor_evm.model.hic_scaffold_5_pilon.92	Hol_evm.model.scaffold15416.1, Hol_evm.model.scaffold05531.1
OG0001421	Dcor_evm.model.hic_scaffold_10_pilon.857	Hol_evm.model.scaffold10364.4
OG0001422	Dcor_evm.model.hic_scaffold_3_pilon.195	Hol_evm.model.scaffold00469.1
OG0001423	Dcor_evm.model.hic_scaffold_9_pilon.93	Hol_evm.model.scaffold02347.4
OG0001423	Dcor_evm.model.hic_scaffold_9_pilon.92, Dcor_evm.model.WTDall_ctg6014.4	Hol_evm.model.scaffold02347.3
OG0001427	Dcor_evm.model.hic_scaffold_8_pilon.911	Hol_evm.model.scaffold08541.4
OG0001429	Dcor_evm.model.hic_scaffold_6_pilon.2	Hol_evm.model.scaffold01507.2, Hol_evm.model.scaffold18946.3
OG0001430	Dcor_evm.model.hic_scaffold_8_pilon.145	Hol_evm.model.scaffold09272.1
OG0001431	Dcor_evm.model.hic_scaffold_5_pilon.975, Dcor_evm.model.hic_scaffold_2_pilon.503	Hol_evm.model.scaffold04735.5
OG0001433	Dcor_evm.model.hic_scaffold_1_pilon.1035	Hol_evm.model.scaffold02893.1, Hol_evm.model.scaffold15204.2
OG0001433	Dcor_evm.model.hic_scaffold_1_pilon.1036	Hol_evm.model.scaffold13787.7
OG0001434	Dcor_evm.model.hic_scaffold_9_pilon.904	Hol_evm.model.scaffold02022.6
OG0001435	Dcor_evm.model.hic_scaffold_22_pilon.2	Hol_evm.model.scaffold08402.1, Hol_evm.model.scaffold05510.1
OG0001436	Dcor_evm.model.hic_scaffold_5_pilon.1085	Hol_evm.model.scaffold00796.15
OG0001437	Dcor_evm.model.hic_scaffold_1_pilon.654	Hol_evm.model.scaffold12672.1
OG0001440	Dcor_evm.model.hic_scaffold_7_pilon.1432, Dcor_evm.model.hic_scaffold_15_pilon.100	Hol_evm.model.scaffold02996.2
OG0001441	Dcor_evm.model.hic_scaffold_7_pilon.1454	Hol_evm.model.scaffold17976.6
OG0001442	Dcor_evm.model.hic_scaffold_3_pilon.87	Hol_evm.model.scaffold07791.1
OG0001443	Dcor_evm.model.hic_scaffold_8_pilon.482	Hol_evm.model.scaffold11715.8
OG0001444	Dcor_evm.model.hic_scaffold_3_pilon.1461	Hol_evm.model.scaffold04721.2
OG0001445	Dcor_evm.model.hic_scaffold_7_pilon.1519	Hol_evm.model.scaffold05324.16
OG0001445	Dcor_evm.model.hic_scaffold_7_pilon.1523	Hol_evm.model.scaffold07458.1
OG0001447	Dcor_evm.model.hic_scaffold_9_pilon.1620	Hol_evm.model.scaffold08062.7
OG0001448	Dcor_evm.model.hic_scaffold_3_pilon.1134, Dcor_evm.model.scaffold4357_size1211.1	Hol_evm.model.scaffold00653.1
OG0001450	Dcor_evm.model.hic_scaffold_9_pilon.253	Hol_evm.model.scaffold07797.1
OG0001451	Dcor_evm.model.hic_scaffold_2_pilon.511	Hol_evm.model.scaffold15307.2
OG0001453	Dcor_evm.model.hic_scaffold_5_pilon.100	Hol_evm.model.scaffold08625.11
OG0001454	Dcor_evm.model.hic_scaffold_10_pilon.1264	Hol_evm.model.scaffold13590.1
OG0001455	Dcor_evm.model.hic_scaffold_2_pilon.399, Dcor_evm.model.hic_scaffold_2_pilon.398	Hol_evm.model.scaffold02733.1
OG0001456	Dcor_evm.model.hic_scaffold_8_pilon.427	Hol_evm.model.scaffold00694.2
OG0001457	Dcor_evm.model.hic_scaffold_5_pilon.536	Hol_evm.model.scaffold04066.2
OG0001458	Dcor_evm.model.hic_scaffold_6_pilon.446	Hol_evm.model.scaffold18554.3
OG0001459	Dcor_evm.model.hic_scaffold_1_pilon.898	Hol_evm.model.scaffold07523.1
OG0001461	Dcor_evm.model.hic_scaffold_3_pilon.770	Hol_evm.model.scaffold07960.3
OG0001463	Dcor_evm.model.hic_scaffold_10_pilon.957	Hol_evm.model.scaffold00126.4
OG0001464	Dcor_evm.model.hic_scaffold_25_pilon.18	Hol_evm.model.scaffold15298.7
OG0001465	Dcor_evm.model.hic_scaffold_3_pilon.1457	Hol_evm.model.scaffold07195.6
OG0001466	Dcor_evm.model.hic_scaffold_4_pilon.803	Hol_evm.model.scaffold10825.9
OG0001467	Dcor_evm.model.hic_scaffold_5_pilon.739, Dcor_evm.model.contig_30_pilon.1	Hol_evm.model.scaffold03468.21
OG0001468	Dcor_evm.model.hic_scaffold_5_pilon.1319	Hol_evm.model.scaffold18678.3
OG0001469	Dcor_evm.model.hic_scaffold_9_pilon.1000, Dcor_evm.model.hic_scaffold_1_pilon.231	Hol_evm.model.scaffold05724.5
OG0001471	Dcor_evm.model.hic_scaffold_5_pilon.821	Hol_evm.model.scaffold17985.1
OG0001472	Dcor_evm.model.hic_scaffold_5_pilon.1133	Hol_evm.model.scaffold17115.1
OG0001473	Dcor_evm.model.hic_scaffold_1_pilon.337	Hol_evm.model.scaffold14082.1
OG0001474	Dcor_evm.model.hic_scaffold_1_pilon.802	Hol_evm.model.scaffold14337.3
OG0001475	Dcor_evm.model.hic_scaffold_1_pilon.668, Dcor_evm.model.hic_scaffold_7_pilon.424, Dcor_evm.model.hic_scaffold_7_pilon.425	Hol_evm.model.scaffold10862.3
OG0001476	Dcor_evm.model.hic_scaffold_9_pilon.1786	Hol_evm.model.scaffold00915.5
OG0001477	Dcor_evm.model.hic_scaffold_9_pilon.95, Dcor_evm.model.hic_scaffold_10_pilon.1258	Hol_evm.model.scaffold02347.2
OG0001478	Dcor_evm.model.hic_scaffold_10_pilon.448	Hol_evm.model.scaffold00585.2
OG0001487	Dcor_evm.model.hic_scaffold_9_pilon.1648	Hol_evm.model.scaffold05437.8
OG0001488	Dcor_evm.model.hic_scaffold_13_pilon.23, Dcor_evm.model.hic_scaffold_9_pilon.645	Hol_evm.model.scaffold02396.1
OG0001489	Dcor_evm.model.hic_scaffold_1_pilon.154	Hol_evm.model.scaffold05532.1
OG0001490	Dcor_evm.model.hic_scaffold_4_pilon.795	Hol_evm.model.scaffold11714.1
OG0001491	Dcor_evm.model.hic_scaffold_13_pilon.67, Dcor_evm.model.hic_scaffold_13_pilon.68, Dcor_evm.model.hic_scaffold_9_pilon.598, Dcor_evm.model.hic_scaffold_13_pilon.66	Hol_evm.model.scaffold09857.1
OG0001492	Dcor_evm.model.hic_scaffold_4_pilon.663	Hol_evm.model.scaffold03227.4
OG0001493	Dcor_evm.model.hic_scaffold_5_pilon.573	Hol_evm.model.scaffold15888.5
OG0001494	Dcor_evm.model.hic_scaffold_7_pilon.950	Hol_evm.model.scaffold07938.15
OG0001496	Dcor_evm.model.hic_scaffold_5_pilon.483	Hol_evm.model.scaffold07614.3
OG0001499	Dcor_evm.model.hic_scaffold_6_pilon.1667	Hol_evm.model.scaffold04082.1
OG0001500	Dcor_evm.model.hic_scaffold_6_pilon.552	Hol_evm.model.scaffold15742.1
OG0001501	Dcor_evm.model.hic_scaffold_9_pilon.1290	Hol_evm.model.scaffold17801.1
OG0001502	Dcor_evm.model.hic_scaffold_7_pilon.1376	Hol_evm.model.scaffold04086.5
OG0001502	Dcor_evm.model.hic_scaffold_7_pilon.1373	Hol_evm.model.scaffold17562.1
OG0001503	Dcor_evm.model.hic_scaffold_7_pilon.1474	Hol_evm.model.scaffold18015.16
OG0001503	Dcor_evm.model.hic_scaffold_8_pilon.411	Hol_evm.model.scaffold11024.12
OG0001504	Dcor_evm.model.hic_scaffold_6_pilon.1370	Hol_evm.model.scaffold05974.1
OG0001505	Dcor_evm.model.hic_scaffold_5_pilon.1215	Hol_evm.model.scaffold01840.8
OG0001506	Dcor_evm.model.hic_scaffold_3_pilon.1325	Hol_evm.model.scaffold02897.1
OG0001507	Dcor_evm.model.hic_scaffold_5_pilon.618	Hol_evm.model.scaffold10322.1
OG0001509	Dcor_evm.model.hic_scaffold_10_pilon.341	Hol_evm.model.scaffold12420.6
OG0001510	Dcor_evm.model.hic_scaffold_2_pilon.82	Hol_evm.model.scaffold16042.2
OG0001511	Dcor_evm.model.hic_scaffold_10_pilon.307	Hol_evm.model.scaffold17305.1
OG0001513	Dcor_evm.model.hic_scaffold_5_pilon.733	Hol_evm.model.scaffold10029.2
OG0001514	Dcor_evm.model.hic_scaffold_3_pilon.819	Hol_evm.model.scaffold01443.2
OG0001515	Dcor_evm.model.hic_scaffold_16_pilon.170, Dcor_evm.model.hic_scaffold_6_pilon.515	Hol_evm.model.scaffold10590.5
OG0001516	Dcor_evm.model.hic_scaffold_13_pilon.97, Dcor_evm.model.hic_scaffold_9_pilon.572	Hol_evm.model.scaffold03033.1
OG0001518	Dcor_evm.model.hic_scaffold_9_pilon.931	Hol_evm.model.scaffold05090.5
OG0001519	Dcor_evm.model.hic_scaffold_8_pilon.310	Hol_evm.model.scaffold17796.3
OG0001521	Dcor_evm.model.hic_scaffold_10_pilon.1034	Hol_evm.model.scaffold18855.4
OG0001522	Dcor_evm.model.hic_scaffold_8_pilon.337	Hol_evm.model.scaffold12411.24
OG0001523	Dcor_evm.model.hic_scaffold_9_pilon.355	Hol_evm.model.scaffold10779.2
OG0001525	Dcor_evm.model.hic_scaffold_9_pilon.927	Hol_evm.model.scaffold03825.2
OG0001527	Dcor_evm.model.hic_scaffold_9_pilon.1281, Dcor_evm.model.hic_scaffold_9_pilon.1280	Hol_evm.model.scaffold11705.1
OG0001528	Dcor_evm.model.hic_scaffold_4_pilon.1076	Hol_evm.model.scaffold13749.1
OG0001529	Dcor_evm.model.hic_scaffold_4_pilon.1032	Hol_evm.model.scaffold17971.2
OG0001530	Dcor_evm.model.hic_scaffold_4_pilon.1046, Dcor_evm.model.hic_scaffold_2_pilon.301	Hol_evm.model.scaffold15787.3
OG0001531	Dcor_evm.model.hic_scaffold_9_pilon.58	Hol_evm.model.scaffold02701.10
OG0001532	Dcor_evm.model.hic_scaffold_6_pilon.1396	Hol_evm.model.scaffold16025.2
OG0001533	Dcor_evm.model.hic_scaffold_8_pilon.442	Hol_evm.model.scaffold05685.36
OG0001534	Dcor_evm.model.hic_scaffold_3_pilon.71	Hol_evm.model.scaffold07804.2
OG0001536	Dcor_evm.model.hic_scaffold_10_pilon.78	Hol_evm.model.scaffold00106.4
OG0001536	Dcor_evm.model.hic_scaffold_5_pilon.271	Hol_evm.model.scaffold01191.1
OG0001538	Dcor_evm.model.hic_scaffold_16_pilon.45, Dcor_evm.model.hic_scaffold_6_pilon.783	Hol_evm.model.scaffold09356.2
OG0001540	Dcor_evm.model.hic_scaffold_5_pilon.98	Hol_evm.model.scaffold04590.1
OG0001542	Dcor_evm.model.hic_scaffold_1_pilon.286	Hol_evm.model.scaffold07025.2
OG0001543	Dcor_evm.model.hic_scaffold_10_pilon.363	Hol_evm.model.scaffold02546.5
OG0001544	Dcor_evm.model.hic_scaffold_9_pilon.325	Hol_evm.model.scaffold02742.1
OG0001545	Dcor_evm.model.hic_scaffold_9_pilon.1831	Hol_evm.model.scaffold02539.3
OG0001546	Dcor_evm.model.hic_scaffold_6_pilon.337	Hol_evm.model.scaffold01441.1
OG0001546	Dcor_evm.model.hic_scaffold_1_pilon.169	Hol_evm.model.scaffold16504.2
OG0001547	Dcor_evm.model.hic_scaffold_7_pilon.1386	Hol_evm.model.scaffold07800.8
OG0001549	Dcor_evm.model.hic_scaffold_5_pilon.160	Hol_evm.model.scaffold02390.1
OG0001551	Dcor_evm.model.hic_scaffold_5_pilon.1382, Dcor_evm.model.hic_scaffold_5_pilon.1381, Dcor_evm.model.scaffold1311_size1794.1	Hol_evm.model.scaffold01066.2
OG0001552	Dcor_evm.model.hic_scaffold_22_pilon.5	Hol_evm.model.scaffold00169.1
OG0001553	Dcor_evm.model.hic_scaffold_10_pilon.445	Hol_evm.model.scaffold10437.2
OG0001554	Dcor_evm.model.hic_scaffold_3_pilon.595, Dcor_evm.model.hic_scaffold_3_pilon.594	Hol_evm.model.scaffold17779.3
OG0001555	Dcor_evm.model.hic_scaffold_9_pilon.1566	Hol_evm.model.scaffold00767.2
OG0001556	Dcor_evm.model.hic_scaffold_3_pilon.1055	Hol_evm.model.scaffold01355.10
OG0001557	Dcor_evm.model.hic_scaffold_3_pilon.170	Hol_evm.model.scaffold18668.4
OG0001558	Dcor_evm.model.hic_scaffold_10_pilon.1086	Hol_evm.model.scaffold14284.3
OG0001563	Dcor_evm.model.hic_scaffold_2_pilon.655, Dcor_evm.model.hic_scaffold_2_pilon.791	Hol_evm.model.scaffold00821.6
OG0001568	Dcor_evm.model.hic_scaffold_4_pilon.977	Hol_evm.model.scaffold11703.1
OG0001569	Dcor_evm.model.hic_scaffold_4_pilon.772, Dcor_evm.model.hic_scaffold_4_pilon.303	Hol_evm.model.scaffold07142.2
OG0001569	Dcor_evm.model.hic_scaffold_11_pilon.56, Dcor_evm.model.hic_scaffold_4_pilon.819	Hol_evm.model.scaffold12025.3
OG0001570	Dcor_evm.model.hic_scaffold_7_pilon.48	Hol_evm.model.scaffold03237.6
OG0001571	Dcor_evm.model.hic_scaffold_2_pilon.748, Dcor_evm.model.hic_scaffold_5_pilon.897, Dcor_evm.model.hic_scaffold_2_pilon.747, Dcor_evm.model.hic_scaffold_5_pilon.896	Hol_evm.model.scaffold15232.3
OG0001573	Dcor_evm.model.hic_scaffold_4_pilon.962	Hol_evm.model.scaffold17332.6
OG0001574	Dcor_evm.model.hic_scaffold_16_pilon.146, Dcor_evm.model.hic_scaffold_6_pilon.682	Hol_evm.model.scaffold12408.2
OG0001575	Dcor_evm.model.hic_scaffold_3_pilon.1295, Dcor_evm.model.hic_scaffold_9_pilon.1220	Hol_evm.model.scaffold05719.1, Hol_evm.model.scaffold16107.5
OG0001576	Dcor_evm.model.hic_scaffold_5_pilon.79	Hol_evm.model.scaffold16584.5
OG0001577	Dcor_evm.model.hic_scaffold_7_pilon.1372	Hol_evm.model.scaffold05087.4
OG0001578	Dcor_evm.model.hic_scaffold_5_pilon.1083	Hol_evm.model.scaffold00963.13
OG0001579	Dcor_evm.model.hic_scaffold_9_pilon.1779	Hol_evm.model.scaffold14279.1
OG0001580	Dcor_evm.model.hic_scaffold_5_pilon.960	Hol_evm.model.scaffold01493.1
OG0001581	Dcor_evm.model.hic_scaffold_8_pilon.930, Dcor_evm.model.hic_scaffold_8_pilon.929	Hol_evm.model.scaffold08541.3
OG0001582	Dcor_evm.model.hic_scaffold_7_pilon.300	Hol_evm.model.scaffold05242.1
OG0001583	Dcor_evm.model.hic_scaffold_6_pilon.1061	Hol_evm.model.scaffold12967.4
OG0001584	Dcor_evm.model.hic_scaffold_2_pilon.262	Hol_evm.model.scaffold12153.3
OG0001585	Dcor_evm.model.hic_scaffold_9_pilon.1162, Dcor_evm.model.hic_scaffold_3_pilon.1238	Hol_evm.model.scaffold02013.11
OG0001586	Dcor_evm.model.hic_scaffold_8_pilon.947, Dcor_evm.model.hic_scaffold_8_pilon.946, Dcor_evm.model.hic_scaffold_8_pilon.655	Hol_evm.model.scaffold14541.12
OG0001587	Dcor_evm.model.hic_scaffold_9_pilon.1673	Hol_evm.model.scaffold03525.4
OG0001587	Dcor_evm.model.hic_scaffold_9_pilon.1685	Hol_evm.model.scaffold11161.17
OG0001588	Dcor_evm.model.hic_scaffold_10_pilon.703	Hol_evm.model.scaffold01705.1
OG0001590	Dcor_evm.model.hic_scaffold_1_pilon.128, Dcor_evm.model.hic_scaffold_42_pilon.2	Hol_evm.model.scaffold01501.5
OG0001591	Dcor_evm.model.hic_scaffold_1_pilon.812	Hol_evm.model.scaffold04323.1
OG0001593	Dcor_evm.model.hic_scaffold_5_pilon.516	Hol_evm.model.scaffold00346.10
OG0001594	Dcor_evm.model.hic_scaffold_9_pilon.1846	Hol_evm.model.scaffold17633.3
OG0001595	Dcor_evm.model.hic_scaffold_9_pilon.912	Hol_evm.model.scaffold01614.10
OG0001596	Dcor_evm.model.hic_scaffold_13_pilon.49, Dcor_evm.model.hic_scaffold_9_pilon.614	Hol_evm.model.scaffold10114.1, Hol_evm.model.scaffold02465.2
OG0001597	Dcor_evm.model.hic_scaffold_2_pilon.364	Hol_evm.model.scaffold09860.1
OG0001598	Dcor_evm.model.hic_scaffold_6_pilon.852, Dcor_evm.model.hic_scaffold_6_pilon.851, Dcor_evm.model.hic_scaffold_9_pilon.480	Hol_evm.model.scaffold03910.8
OG0001599	Dcor_evm.model.hic_scaffold_3_pilon.1075	Hol_evm.model.scaffold10993.1
OG0001599	Dcor_evm.model.hic_scaffold_3_pilon.1073	Hol_evm.model.scaffold03918.1
OG0001600	Dcor_evm.model.hic_scaffold_6_pilon.85	Hol_evm.model.scaffold10197.1
OG0001601	Dcor_evm.model.hic_scaffold_5_pilon.1023	Hol_evm.model.scaffold08065.3
OG0001602	Dcor_evm.model.hic_scaffold_8_pilon.783	Hol_evm.model.scaffold00034.7
OG0001603	Dcor_evm.model.hic_scaffold_3_pilon.214, Dcor_evm.model.hic_scaffold_7_pilon.1023, Dcor_evm.model.hic_scaffold_7_pilon.1024	Hol_evm.model.scaffold04372.1
OG0001604	Dcor_evm.model.hic_scaffold_6_pilon.1273	Hol_evm.model.scaffold14640.1
OG0001605	Dcor_evm.model.hic_scaffold_16_pilon.67, Dcor_evm.model.hic_scaffold_16_pilon.66, Dcor_evm.model.hic_scaffold_16_pilon.61, Dcor_evm.model.hic_scaffold_6_pilon.766	Hol_evm.model.scaffold09447.4
OG0001606	Dcor_evm.model.hic_scaffold_3_pilon.748	Hol_evm.model.scaffold07807.4
OG0001607	Dcor_evm.model.hic_scaffold_6_pilon.1148	Hol_evm.model.scaffold04229.3
OG0001608	Dcor_evm.model.hic_scaffold_6_pilon.1411	Hol_evm.model.scaffold18282.1
OG0001608	Dcor_evm.model.hic_scaffold_6_pilon.1412	Hol_evm.model.scaffold01353.2
OG0001609	Dcor_evm.model.hic_scaffold_6_pilon.1386	Hol_evm.model.scaffold03948.6
OG0001610	Dcor_evm.model.hic_scaffold_9_pilon.321, Dcor_evm.model.hic_scaffold_9_pilon.320	Hol_evm.model.scaffold01665.1
OG0001611	Dcor_evm.model.hic_scaffold_2_pilon.74	Hol_evm.model.scaffold16284.1
OG0001612	Dcor_evm.model.hic_scaffold_4_pilon.1364	Hol_evm.model.scaffold09921.3
OG0001613	Dcor_evm.model.hic_scaffold_3_pilon.882, Dcor_evm.model.hic_scaffold_6_pilon.639	Hol_evm.model.scaffold00583.5
OG0001613	Dcor_evm.model.hic_scaffold_5_pilon.396, Dcor_evm.model.hic_scaffold_8_pilon.109	Hol_evm.model.scaffold11223.6
OG0001614	Dcor_evm.model.hic_scaffold_8_pilon.280	Hol_evm.model.scaffold07862.14
OG0001615	Dcor_evm.model.hic_scaffold_6_pilon.732	Hol_evm.model.scaffold12360.1
OG0001617	Dcor_evm.model.hic_scaffold_10_pilon.889	Hol_evm.model.scaffold06022.4
OG0001619	Dcor_evm.model.hic_scaffold_5_pilon.697	Hol_evm.model.scaffold01509.14
OG0001621	Dcor_evm.model.hic_scaffold_6_pilon.61	Hol_evm.model.scaffold05518.1
OG0001622	Dcor_evm.model.hic_scaffold_16_pilon.18, Dcor_evm.model.hic_scaffold_6_pilon.814	Hol_evm.model.scaffold08305.1
OG0001624	Dcor_evm.model.hic_scaffold_3_pilon.1511	Hol_evm.model.scaffold15209.4
OG0001625	Dcor_evm.model.hic_scaffold_9_pilon.849, Dcor_evm.model.hic_scaffold_10_pilon.1093	Hol_evm.model.scaffold11772.3
OG0001627	Dcor_evm.model.hic_scaffold_5_pilon.746, Dcor_evm.model.contig_94_pilon.1, Dcor_evm.model.hic_scaffold_5_pilon.745	Hol_evm.model.scaffold01840.14
OG0001628	Dcor_evm.model.hic_scaffold_1_pilon.336	Hol_evm.model.scaffold14082.3
OG0001629	Dcor_evm.model.hic_scaffold_10_pilon.458, Dcor_evm.model.hic_scaffold_10_pilon.457	Hol_evm.model.scaffold13240.1
OG0001630	Dcor_evm.model.hic_scaffold_1_pilon.220	Hol_evm.model.scaffold01501.10
OG0001631	Dcor_evm.model.scaffold946_size2164.1, Dcor_evm.model.hic_scaffold_2_pilon.279, Dcor_evm.model.scaffold946_size2164.3	Hol_evm.model.scaffold09938.1
OG0001633	Dcor_evm.model.hic_scaffold_9_pilon.252	Hol_evm.model.scaffold00137.11
OG0001634	Dcor_evm.model.hic_scaffold_1_pilon.813	Hol_evm.model.scaffold03309.16
OG0001639	Dcor_evm.model.hic_scaffold_1_pilon.1039, Dcor_evm.model.hic_scaffold_1_pilon.1037	Hol_evm.model.scaffold01975.5, Hol_evm.model.scaffold13787.6
OG0001640	Dcor_evm.model.hic_scaffold_1_pilon.27	Hol_evm.model.scaffold08176.3
OG0001642	Dcor_evm.model.hic_scaffold_16_pilon.44	Hol_evm.model.scaffold09356.3
OG0001642	Dcor_evm.model.hic_scaffold_8_pilon.138	Hol_evm.model.scaffold14541.8
OG0001643	Dcor_evm.model.hic_scaffold_8_pilon.256	Hol_evm.model.scaffold15781.18
OG0001644	Dcor_evm.model.hic_scaffold_3_pilon.20	Hol_evm.model.scaffold18404.1
OG0001645	Dcor_evm.model.hic_scaffold_5_pilon.198	Hol_evm.model.scaffold15146.12
OG0001646	Dcor_evm.model.hic_scaffold_9_pilon.196	Hol_evm.model.scaffold05090.1
OG0001647	Dcor_evm.model.hic_scaffold_13_pilon.151, Dcor_evm.model.hic_scaffold_9_pilon.522	Hol_evm.model.scaffold14622.1
OG0001648	Dcor_evm.model.hic_scaffold_3_pilon.85	Hol_evm.model.scaffold00379.1, Hol_evm.model.scaffold00257.1
OG0001649	Dcor_evm.model.hic_scaffold_10_pilon.309	Hol_evm.model.scaffold13787.3
OG0001650	Dcor_evm.model.hic_scaffold_9_pilon.193	Hol_evm.model.scaffold05090.3
OG0001652	Dcor_evm.model.hic_scaffold_5_pilon.84	Hol_evm.model.scaffold00346.6
OG0001653	Dcor_evm.model.hic_scaffold_2_pilon.241	Hol_evm.model.scaffold12841.5
OG0001654	Dcor_evm.model.hic_scaffold_9_pilon.534, Dcor_evm.model.hic_scaffold_13_pilon.135, Dcor_evm.model.hic_scaffold_9_pilon.536	Hol_evm.model.scaffold01455.1
OG0001655	Dcor_evm.model.hic_scaffold_13_pilon.130, Dcor_evm.model.hic_scaffold_9_pilon.540	Hol_evm.model.scaffold05933.1
OG0001656	Dcor_evm.model.hic_scaffold_10_pilon.184	Hol_evm.model.scaffold01961.1
OG0001657	Dcor_evm.model.hic_scaffold_2_pilon.10	Hol_evm.model.scaffold03746.1, Hol_evm.model.scaffold09133.1
OG0001658	Dcor_evm.model.hic_scaffold_5_pilon.1151	Hol_evm.model.scaffold09619.1
OG0001659	Dcor_evm.model.hic_scaffold_6_pilon.1211	Hol_evm.model.scaffold16625.2
OG0001660	Dcor_evm.model.hic_scaffold_9_pilon.972	Hol_evm.model.scaffold02022.1
OG0001661	Dcor_evm.model.hic_scaffold_8_pilon.233	Hol_evm.model.scaffold08786.18
OG0001661	Dcor_evm.model.hic_scaffold_9_pilon.258	Hol_evm.model.scaffold05437.6
OG0001662	Dcor_evm.model.hic_scaffold_3_pilon.130	Hol_evm.model.scaffold00879.1, Hol_evm.model.scaffold17682.1
OG0001663	Dcor_evm.model.hic_scaffold_7_pilon.1619	Hol_evm.model.scaffold16985.1, Hol_evm.model.scaffold09123.1
OG0001664	Dcor_evm.model.hic_scaffold_5_pilon.1146	Hol_evm.model.scaffold09619.6
OG0001665	Dcor_evm.model.hic_scaffold_5_pilon.514	Hol_evm.model.scaffold00346.12
OG0001666	Dcor_evm.model.hic_scaffold_5_pilon.1229	Hol_evm.model.scaffold18922.9
OG0001667	Dcor_evm.model.hic_scaffold_2_pilon.450	Hol_evm.model.scaffold05358.7
OG0001668	Dcor_evm.model.hic_scaffold_8_pilon.659, Dcor_evm.model.hic_scaffold_8_pilon.937	Hol_evm.model.scaffold01166.9
OG0001669	Dcor_evm.model.hic_scaffold_5_pilon.381, Dcor_evm.model.hic_scaffold_8_pilon.97	Hol_evm.model.scaffold12411.4
OG0001671	Dcor_evm.model.hic_scaffold_7_pilon.798	Hol_evm.model.scaffold17883.5
OG0001672	Dcor_evm.model.hic_scaffold_5_pilon.702	Hol_evm.model.scaffold02255.1
OG0001673	Dcor_evm.model.hic_scaffold_2_pilon.52	Hol_evm.model.scaffold15243.6
OG0001674	Dcor_evm.model.hic_scaffold_8_pilon.793	Hol_evm.model.scaffold08786.5
OG0001675	Dcor_evm.model.hic_scaffold_1_pilon.325	Hol_evm.model.scaffold00424.2
OG0001676	Dcor_evm.model.hic_scaffold_14_pilon.2, Dcor_evm.model.hic_scaffold_9_pilon.368	Hol_evm.model.scaffold15667.3
OG0001678	Dcor_evm.model.hic_scaffold_6_pilon.1048	Hol_evm.model.scaffold07206.2
OG0001678	Dcor_evm.model.hic_scaffold_9_pilon.887	Hol_evm.model.scaffold09672.4
OG0001679	Dcor_evm.model.hic_scaffold_6_pilon.1681	Hol_evm.model.scaffold13889.4, Hol_evm.model.scaffold13889.3
OG0001680	Dcor_evm.model.hic_scaffold_4_pilon.468	Hol_evm.model.scaffold12512.1
OG0001681	Dcor_evm.model.hic_scaffold_16_pilon.80, Dcor_evm.model.hic_scaffold_6_pilon.752	Hol_evm.model.scaffold02953.8
OG0001681	Dcor_evm.model.hic_scaffold_10_pilon.1026, Dcor_evm.model.scaffold3036_size1356.1	Hol_evm.model.scaffold01050.8
OG0001682	Dcor_evm.model.hic_scaffold_3_pilon.582	Hol_evm.model.scaffold02805.1
OG0001683	Dcor_evm.model.hic_scaffold_6_pilon.485, Dcor_evm.model.hic_scaffold_16_pilon.201	Hol_evm.model.scaffold07663.2
OG0001684	Dcor_evm.model.hic_scaffold_10_pilon.1306	Hol_evm.model.scaffold04661.1
OG0001685	Dcor_evm.model.hic_scaffold_4_pilon.1253	Hol_evm.model.scaffold08038.2
OG0001686	Dcor_evm.model.hic_scaffold_8_pilon.792	Hol_evm.model.scaffold00034.5
OG0001688	Dcor_evm.model.hic_scaffold_4_pilon.1079	Hol_evm.model.scaffold05769.1
OG0001689	Dcor_evm.model.hic_scaffold_16_pilon.59, Dcor_evm.model.hic_scaffold_6_pilon.768	Hol_evm.model.scaffold05157.3
OG0001691	Dcor_evm.model.hic_scaffold_7_pilon.786	Hol_evm.model.scaffold09677.2
OG0001691	Dcor_evm.model.hic_scaffold_7_pilon.1407	Hol_evm.model.scaffold13308.1, Hol_evm.model.scaffold15943.1
OG0001692	Dcor_evm.model.hic_scaffold_4_pilon.541	Hol_evm.model.scaffold17376.7
